RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,T1-231,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.220968,75.216059,52,0,FLT,CRST,,,MOIST,NAT,12,ORG,,Y,N,Y,1,3,0,1,0,1,20,0,5,5,15,0,80,50,0,0,0,0,0,5,100,7,0,8,7,8,
,T1-232,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.221374,75.216812,52,0,FLT,CRST,,,WET,NAT,15,ORG,,Y,N,Y,1,3,0,5,0,5,0,0,90,0,0,0,100,3,0,0,0,0,0,50,100,30,0,20,30,10,
,T1-233,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.22187,75.2173,47,0,FLT,CRST,,,AQU,NAT,18,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,3,0,0,0,90,0,0,0,0,0,10,10,100,0,0,0,10,15,
,T1-234,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.222397,75.218698,47,0,FLT,CRST,,,MOIST,NAT,12,ORG,,Y,N,Y,1,3,0,2,0,2,15,0,3,3,10,0,70,90,0,0,0,0,0,2,100,10,0,15,8,8,
,T1-235,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.222926,75.21957,43,0,FLT,CRST,,,MOIST,NAT,6,ORG,,Y,N,Y,1,3,0,5,0,5,25,0,20,20,5,0,60,80,0,0,0,0,0,10,100,8,0,8,15,6,
,T1-236,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.22381,75.221194,45,0,FLT,CRST,,,AQU,NAT,12,ORG,,Y,N,Y,1,3,0,0,0,0,1,0,60,0,0,0,70,0,0,0,10,0,10,40,90,40,0,0,40,10,
,T1-237,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.224388,75.222313,50,1,338,CRST,,,MOIST,NAT,13,ORG,,Y,N,Y,1,3,0,1,0,1,20,0,8,8,0,0,40,90,0,0,0,0,0,5,100,15,0,15,10,10,
,T1-238,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.224901,75.223229,49,2,225,BACK,,,MOIST,NAT,15,ORG,,Y,N,Y,1,3,0,5,0,5,30,0,60,0,0,0,40,50,0,0,0,0,0,30,100,15,0,15,25,8,
,T1-239,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.225095,75.223621,49,5,180,SHLD,,,MOIST,DIS,15,ORG,,Y,N,Y,1,3,0,70,0,70,3,0,10,0,0.1,0.1,100,40,0,0,0,0,0,20,100,40,0,40,10,8,
,T1-240,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.225183,75.223851,47,30,180,BACK,,,MOIST,DIS,3,SND,,Y,N,Y,1,3,0,90,90,5,2,0,1,0,5,15,70,1,10,0,10,0,0,40,100,180,0,180,10,4,
,T1-241,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.220972,75.222517,47,1,22,BACK,,,MOIST,NAT,17,ORG,,Y,N,Y,1,3,0,1,0,1,15,0,5,5,20,0,60,,0,0,0,0,0,5,100,15,0,15,8,10,
,T1-242,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.220898,75.223775,44,0.5,90,CRST,,,WET,NAT,20,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0,0,0,40,100,25,0,0,25,8,
,T1-243,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.22089,75.22653,44,0.5,90,CRST,,,AQU,NAT,15,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,15,15,0,0,100,0,0,0,0,0,50,0,100,15,0,0,15,2,
,T1-244,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.220685,75.23003,42,0.5,90,CRST,,,MOIST,NAT,15,ORG,,Y,N,Y,1,3,0,0,0,0,25,0,10,10,25,0,80,50,0,0,0,0,0,5,100,15,0,15,8,15,
,T1-245,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.220638,75.232604,47,2,180,BACK,,,AQU,NAT,2,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,80,0,0,0,10,0,0,0,20,0,0,50,80,40,0,0,40,2,
,T1-246,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.220555,75.235178,48,2,180,BACK,,,WET,NAT,8,,,Y,N,Y,1,3,0,5,0,5,0,0,70,0,3,0,100,0,0,0,0,0,0,10,100,35,0,35,35,8,
,T1-247,20170802,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.22033,75.241953,51,1,90,BACK,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,0,0,5,15,0,10,10,20,0,40,80,0,0,0,0,0,0,100,15,0,15,8,10,
,T1-248,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.234268,75.240306,52,0,FLT,CRST,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,0,0,0,25,0,70,70,15,0,80,20,0,0,0,0,0,30,100,,0,,,,
,T1-249,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.23785,75.246901,54,17,225,BACK,,,MOIST,NAT,3,SND,,Y,N,Y,1,3,0,75,75,5,0,0,10,0,2,10,70,0,0,0,0,0,0,0,100,180,0,180,40,3,
,T1-250,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.238115,75.246888,55,1,225,EL_PLN,,,MOIST,NAT,7,SND,,Y,N,Y,1,3,0,80,0,80,5,0,2,1,10,0,100,20,0,0,0,0,0,10,100,35,0,35,8,2,
,T1-251,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.238454,75.245948,51,3,360,EL_PLN,,,MOIST,DIS,10,SND,,Y,N,Y,1,3,0,80,0,80,1,0,1,0,20,0,100,20,0,0,0,0,0,5,100,80,0,80,8,10,
,T1-252,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.23831,75.245962,51,10,180,BACK,,,MOIST,NAT,3,SND,,Y,N,Y,1,3,0,80,80,0,0,0,80,0,3,1,10,0,0,0,0,0,0,0,100,220,0,220,50,2,
,T1-253,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.237828,75.244832,53,3,225,BACK,,,MOIST,DIS,10,LOM,,Y,N,Y,1,3,0,10,0,10,30,0,70,70,10,0,50,10,0,0,0,0,0,30,100,25,0,25,10,10,
,T1-254,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.237149,75.243447,51,0,FLT,LW_PLN,,,MOIST,DIS,18,ORG,,Y,N,Y,1,3,0,1,0,1,1,0,70,0,0,0,100,0,0,0,0,0,0,30,100,20,0,0,25,12,
,T1-255,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.23638,75.241717,51,0,FLT,LW_PLN,,,AQU,DIS,15,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,60,0,0,0,100,0,0,0,0,0,0,20,100,20,0,0,20,8,
,T1-256,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.233729,75.240416,54,0,FLT,LW_PLN,,,AQU,DIS,15,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,60,0,0,0,100,0,0,0,0,0,0,40,100,20,0,0,20,3,
,T1-257,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.23336,75.240553,53,0,FLT,LW_PLN,,,AQU,DIS,15,ORG,,Y,N,Y,1,3,0,1,0,1,0,0,70,0,0,0,100,0,0,0,0,0,0,40,100,15,0,15,20,10,
,T1-258,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.232066,75.24215,55,0,FLT,LW_PLN,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,1,0,1,25,0,60,60,15,0,60,30,0,0,0,0,0,20,100,20,0,20,10,8,
,T1-259,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.231608,75.246391,54,0,FLT,EL_PLN,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,50,0,50,10,0,40,40,10,0,100,20,0,0,0,0,0,10,100,50,0,50,10,8,
,T1-260,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.231483,75.249907,53,0,FLT,LW_PLN,,,WET,NAT,15,ORG,,Y,N,Y,1,3,0,5,0,5,1,0,70,0,1,0,100,0,0,0,0,0,0,30,100,20,0,15,20,8,
,T1-261,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.231303,75.247216,54,0,FLT,LW_PLN,,,AQU,NAT,15,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,60,0,10,0,100,0,0,0,0,0,0,30,100,25,0,25,25,6,
,T1-262,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.228733,75.246439,55,2,225,LW_PLN,,,MOIST,DIS,10,ORG,,Y,N,Y,1,3,0,60,0,60,15,0,5,5,30,0,100,20,0,0,0,0,0,10,100,40,0,40,10,5,
,T1-263,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.228028,75.247698,57,2,225,LW_PLN,,,MOIST,DIS,12,ORG,,Y,N,Y,1,3,0,20,0,20,5,0,60,60,10,0,80,30,0,0,0,0,0,5,100,40,0,40,20,5,
,T1-264,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.227132,75.248387,56,1,225,RIPZN,,,AQU,DIS,,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,90,0,10,0,10,0,0,0,0,0,10,20,100,70,0,0,70,0,
,T1-265,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.226017,75.250208,56,1,225,LW_PLN,,,MOIST,DIS,12,ORG,,Y,N,Y,1,3,0,60,0,60,5,0,5,1,10,0,100,10,0,0,0,0,0,10,100,80,0,80,10,5,
,T1-265A,20170803,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.225502,75.251598,58,1,225,LW_PLN,,,MOIST,DIS,12,ORG,,Y,N,Y,1,3,0,20,0,20,15,0,60,60,10,0,70,20,0,0,0,0,0,5,100,40,0,40,20,5,
,T1-266,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.208501,75.23171,42,2,202,BACK,,,DRY,DIS,6,LOM,,Y,N,Y,1,3,0,15,0,15,13,0,15,5,1,0,80,60,20,0,5,0,0,5,95,15,0,15,10,6,
,T1-267,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.208634,75.224578,47,2,180,BACK,,,DRY,DIS,10,SND,,Y,N,Y,1,3,0,15,0,15,8,0,25,5,,0,60,70,0,0,0,0,0,5,100,20,0,20,15,3,
,T1-268,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.207161,75.223738,47,2,202,FOOT,,,DRY,DIS,8,SND,,Y,N,Y,1,3,0,15,0,15,5,1,12,0,1,0,30,70,2,0,10,0,0,2,90,10,0,10,10,3,
,T1-269,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.207023,75.223648,44,15,202,SHLD,,,DRY,DIS,1,SND,,Y,N,Y,1,3,0,15,0,15,10,1,10,0,0,2,10,70,0,0,10,0,0,10,90,0,0,60,0,2,
,T1-270,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.206911,75.223463,39,25,202,BACK,,,DRY,DIS,1,SND,,Y,N,Y,1,3,0,2,0,2,7,3,5,0,1,1,1,30,0,0,0,40,0,0,60,3,0,3,10,1,
,T1-271,20170804,25,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.206877,75.223382,37,8,202,BACK,,,DRY,DIS,3,SND,,Y,N,Y,1,3,0,25,0,25,10,5,10,0,1,0.5,2,70,0,0,5,0,0,0,95,25,0,25,10,3,
,T1-272,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.206745,75.223335,32,2,112,FOOT,,,AQU,DIS,18,ORG,,Y,N,Y,1,3,0,15,15,1,0,0,50,0,1,0,100,0,0,0,0,0,0,20,100,80,0,80,60,10,
,T1-273,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.206473,75.223184,36,1,292,FOOR,,,MOIST,DIS,3,SND,,Y,N,Y,1,3,0,20,13,7,1,0,10,0,10,1,40,50,0,0,0,0,0,10,100,70,0,70,15,3,
,T1-274,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.206411,75.222934,35,1,292,FOOT,,,MOIST,DIS,3,SND,,Y,N,Y,1,3,0,50,50,3,2,0,10,0,5,1,80,10,0,0,0,0,0,20,100,160,0,160,35,4,
,T1-275,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.206378,75.22312,39,35,338,BACK,,,DRY,NAT,1,SND,,Y,N,Y,1,3,0,1,0,1,15,20,2,0,3,1,10,10,0,0,40,0,0,0,60,15,0,50,15,2,
,T1-276,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.205683,75.222523,49,0,FLT,CRST,,,DRY,NAT,2,SND,,Y,N,Y,1,3,0,25,0,25,10,0,50,0,0.1,0,30,40,2,0,0,0,0,10,100,25,0,25,25,3,
,T1-277,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.205056,75.221953,52,0,FLT,SHLD,,,DRY,NAT,0,SND,,Y,N,Y,1,3,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,5,20,0,0,15,0,
,T1-278,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.201397,75.219115,34,3,315,CRST,,,DRY,NAT,10,SND,,Y,N,Y,1,3,0,7,0,7,10,2,5,0,1,0,5,85,0,0,5,0,0,0,95,10,0,10,15,0,
,T1-279,20170804,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.200598,75.218556,24,1,248,RIPZN,,,AQU,NAT,10,SND,,Y,N,Y,1,3,0,0,0,0,0,0,40,0,1,0,100,0,0,0,0,0,0,0,100,25,0,0,0,10,
,T1-280,20170806,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.207754,75.237889,34,2,135,CRST,,,MOIST,DIS,7,ORG,,Y,N,Y,1,3,0,15,0,15,30,1,8,1,2,0,80,60,0,0,0,0,0,5,100,20,0,20,15,4,
,T1-281,20170806,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.207561,75.237878,38,2,135,CRST,,,WET,DIS,,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,90,0,0,0,90,0,0,0,0,0,0,40,100,40,0,0,40,10,
,T1-282,20170806,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.209084,75.227697,47,2,270,CRST,,,MOIST,DIS,5,SND,,Y,N,Y,1,3,0,20,0,20,5,0,12,0,0,0,30,80,1,0,0,0,0,0,100,10,0,10,10,5,
,T1-283,20170806,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.210123,75.220512,49,1,248,BACK,,,MOIST,DIS,7,SND,,Y,N,Y,1,3,0,20,0,20,15,0,20,10,10,0,50,70,0,0,0,0,0,0,100,20,0,20,15,5,
,T1-284,20170806,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.211777,75.211124,50,1,45,SHLD,,,DRY,DIS,1,SND,,Y,N,Y,1,3,0,30,30,1,40,5,20,0,5,0,30,+,0,0,10,0,0,5,90,30,0,250,15,2,
,T1-285,20170806,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.201097,75.226406,38,8,22,BACK,,,DRY,NAT,15,SND,,Y,N,Y,1,3,0,35,0,35,1,1,1,0,+,0,2,95,0,0,5,0,0,0,95,50,0,50,10,4,
,T1-286,20170806,100,S,0,1,N,R,,,,O. Khitun,,,,,,E,RU,Tazovsky_peninsula,,,,,Y,GPS,5,68.20188,75.23034,43,5,157,BACK,,,DRY,NAT,15,ORG,,Y,N,Y,1,3,0,2,0,2,,10,1,0,1,+,2,90,0,0,5,0,0,0,95,10,0,5,5,3,
