RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,G4-123,20170722,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.1001,75.61407,29,0,FLT,CRST,,,WET,NAT,10,ORG,,Y,N,Y,1,3,0,5,0,5,12,0,90,45,1,0,90,2,0,0,0,0,0,40,100,10,0,15,10,8,
,G4-124,20170722,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09956,75.61705,29,1,292,CRST,,,WET,NAT,8,ORG,,Y,N,Y,1,3,0,20,0,20,30,0,50,5,0,0,100,0,0,0,0,0,0,30,100,15,0,15,20,5,
,G4-125,20170722,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09884,75.62072,30,0,FLT,SHLD,,,DRY,NAT,3,ORG,,Y,N,Y,1,3,0,10,0,10,10,0,10,0,0.1,0,30,70,10,0,0,0,0,5,100,10,0,10,10,3,
,G4-126,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09864,75.62159,30,0,FLT,CRST,,,MOIST,NAT,5,ORG,,Y,N,Y,1,3,0,5,0,5,10,0,90,70,0.1,0,100,0,0,0,0,0,0,60,100,20,0,25,20,5,
,G4-127,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09786,75.62599,31,0,FLT,CRST,,,MOIST,NAT,8,SND,,Y,N,Y,1,3,0,1,0,1,25,0,10,10,20,0,90,1,0,0,0,0,0,70,100,15,0,15,20,8,
,G4-128,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09641,75.63302,33,1,45,BACK,,,MOIST,NAT,4,LOM,,Y,N,Y,1,3,0,1,0,1,20,0,70,70,0,0,90,1,0,0,0,0,0,40,100,20,0,10,20,5,
,G4-129,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09616,75.6341,31,0,FLT,CRST,,,DRY,DIS,2,ORG,,Y,N,Y,1,3,0,3,0,3,25,10,15,0,1,0,25,70,10,0,2,0,0,2,98,8,0,8,15,1,
,G4-130,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09634,75.63483,28,5,157,SHLD,,,MOIST,NAT,3,ORG,,Y,N,Y,1,3,0,45,0,45,2,23,7,0,3,15,50,20,10,0,10,0,0,25,90,90,0,90,20,3,
,G4-131,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09594,75.63574,30,28,90,BACK,,,DRY,NAT,2,ORG,,Y,N,Y,1,3,0,1,0,1,1,17,2,0,2,10,30,50,10,0,20,0,0,20,80,15,0,5,15,2,
,G4-132,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09587,75.63599,25,1,360,FOOT,,,AQU,NAT,4,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,70,0,0.1,0,50,0,0,0,0,0,10,60,90,35,0,0,35,3,
,G4-133,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09583,75.63647,29,30,315,BACK,,,DRY,NAT,3,ORG,,Y,N,Y,1,3,0,3,0,3,0,15,2,0,3,5,80,2,20,0,10,0,0,30,90,15,0,20,15,2,
,G4-134,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09583,75.63647,31,20,315,BACK,,,DRY,NAT,3,ORG,,Y,N,Y,1,3,0,20,0,20,20,0,5,0,0.1,20,20,30,10,0,8,0,0,20,92,5,0,5,10,2,
,G4-135,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09557,75.63761,34,2,270,SHLD,,,DRY,DIS,2,ORG,,Y,N,Y,1,3,0,3,0,3,10,1,15,0,0.01,0.1,20,70,20,0,5,0,0,2,95,5,0,5,5,2,
,G4-136,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09521,75.6396,33,2,338,SHLD,,,MOIST,DIS,3,ORG,,Y,N,Y,1,3,0,15,0,15,25,0,25,1,0.1,0,45,60,10,0,0,0,0,10,100,10,0,10,5,2,
,G4-137,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09459,75.64247,34,0,FLT,CRST,,,DRY,DIS,2,ORG,,Y,N,Y,1,3,0,0,0,0,10,30,20,0,1,0,30,70,30,0,10,0,0,2,90,5,0,5,15,2,
,G4-138,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09441,75.6434,27,7,157,BACK,,,DRY,NAT,2,ORG,,Y,N,Y,1,3,0,30,0,30,25,0,8,0,5,20,70,30,20,0,0,0,0,10,100,20,0,20,10,2,
,G4-139,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09433,75.64373,26,3,157,FOOT,,,MOIST,NAT,5,ORG,,Y,N,Y,1,3,0,10,0,10,0,25,10,0,10,10,95,1,0,0,0,0,0,5,100,5,0,50,20,5,
,G4-140,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09428,75.64412,26,0,FLT,FOOT,,,AQU,NAT,8,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,80,0,0,0,60,0,0,0,0,0,10,60,90,30,0,0,30,8,
,G4-141,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09425,75.64422,27,15,270,BACK,,,DRY,NAT,4,ORG,,Y,N,Y,1,3,0,1,0,1,40,40,3,0,2,10,80,10,20,0,2,0,0,5,98,10,0,30,10,4,
,G4-142,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09422,75.64463,30,10,270,BACK,,,DRY,NAT,4,ORG,,Y,N,Y,1,3,0,30,0,30,15,0,3,0,1,20,40,30,10,0,0,0,0,30,100,30,0,30,10,2,
,G4-143,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09397,75.64559,33,1,45,CRST,,,MOIST,NAT,5,ORG,,Y,N,Y,1,3,0,10,0,10,20,0,90,60,5,0,100,5,0,0,0,0,0,40,100,15,0,15,15,4,
,G4-144,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09344,75.64886,33,1,360,BACK,,,MOIST,NAT,12,ORG,,Y,N,Y,1,3,0,70,0,70,15,0,5,0,80,0,95,2,0,0,0,0,0,20,100,50,0,50,5,2,
,G4-145,20170723,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09273,75.6518,36,1,338,BACK,,,WET,NAT,8,ORG,,Y,N,Y,1,3,0,0,0,0,2,0,70,1,1,0,60,10,0,0,0,0,0,40,100,30,0,0,30,8,
,G4-146,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08878,75.64445,32,5,202,SHLD,,,DRY,NAT,1,ORG,,Y,N,Y,1,3,0,1,0,1,30,0,10,0,1,1,80,1,0,0,5,0,0,5,95,3,0,10,15,1,
,G4-147,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08891,75.64491,34,5,90,BACK,,,DRY,NAT,5,ORG,,Y,N,Y,1,3,0,5,0,5,0,10,50,0,0,0,70,20,10,0,0,0,0,20,100,10,0,3,10,2,
,G4-148,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08907,75.64497,33,5,90,BACK,,,DRY,NAT,5,ORG,,Y,N,Y,1,3,0,0,0,0,20,0,55,0,0,0,90,0,0,0,0,0,0,20,100,15,0,0,15,5,
,G4-149,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08924,75.64565,27,16,22,BACK,,,DRY,NAT,3,ORG,,Y,N,Y,1,3,0,20,0,20,6,10,8,0,1,3,70,30,10,0,5,0,0,10,95,40,0,40,15,3,
,G4-150,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08932,75.64573,26,5,135,FOOT,,,MOIST,NAT,1,ORG,,Y,N,Y,1,3,0,50,0,50,0,0,60,0,25,0,70,0.1,0,0,5,0,0,15,95,60,0,60,20,1,
,G4-151,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08948,75.64591,29,8,135,BACK,,,MOIST,NAT,4,ORG,,Y,N,Y,1,3,0,40,0,40,15,0,8,0,1,3,60,5,10,0,0,0,0,15,100,20,0,20,15,4,
,G4-152,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08965,75.64639,32,1,90,BACK,,,MOIST,DIS,4,ORG,,Y,N,Y,1,3,0,2,0,2,3,5,65,0,1,0,80,20,5,0,0,0,0,15,100,10,0,15,10,3,
,G4-153,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08984,75.64672,33,2,45,BACK,,,MOIST,DIS,3,ORG,,Y,N,Y,1,3,0,40,0,40,5,0,30,0.5,0.1,5,90,5,0,0,0,0,0,40,100,30,0,30,10,3,
,G4-154,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09048,75.64736,33,1,90,BACK,,,DRY,NAT,6,ORG,,Y,N,Y,1,3,0,15,0,15,5,0,85,70,1,0,80,15,0,0,0,0,0,30,100,15,0,10,15,4,
,G4-154A,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09055,75.64745,33,1,90,BACK,,,WET,NAT,10,ORG,,Y,N,Y,1,3,0,0.1,0,0.1,0.1,0,50,0,1,0,80,0,0,0,0,0,0,50,100,40,0,0,40,10,
,G4-155,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09174,75.65057,34,1,90,BACK,,,MOIST,NAT,5,ORG,,Y,N,Y,1,3,0,0,0,0,4,0,1,0,0.1,0,100,20,0,0,0,0,0,0,100,3,0,0,0,3,
,G4-155A,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09174,75.65058,33,1,90,BACK,,,AQU,NAT,5,ORG,,Y,N,Y,1,3,0,1,0,1,0,0,40,0,0.1,0,40,0,0,0,0,0,0,60,100,40,0,0,40,5,
,G4-156,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09261,75.65239,33,0,FLT,CRST,,,MOIST,NAT,8,ORG,,Y,N,Y,1,3,0,0,0,0,20,0,40,0,0,0,50,10,0,0,0,0,0,50,100,40,0,0,40,8,
,G4-157,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.0935,75.65408,34,1,338,BACK,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,10,0,10,25,0,50,50,0,0,90,20,0,0,0,0,0,30,100,20,0,20,20,10,
,G4-158,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09398,75.65508,34,1,338,BACK,,,MOIST,NAT,12,ORG,,Y,N,Y,1,3,0,80,0,80,10,0,6,3,5,0,90,1,0,0,0,0,0,10,100,30,0,30,5,12,
,G4-159,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09913,75.65508,20,0,FLT,LW_PLN,,,AQU,NAT,3,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,55,0,2,0,70,0,0,0,0,0,10,30,90,40,0,0,40,3,
,G4-160,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09869,75.66507,20,2,338,FOOT,,,MOIST,NAT,3,ORG,,Y,N,Y,1,3,0,10,0,10,0,20,15,0,16,1,100,20,0,0,0,0,0,5,100,15,0,15,5,3,
,G4-161,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09889,75.66506,24,30,338,BACK,,,DRY,NAT,3,ORG,,Y,N,Y,1,3,0,10,0,10,7,20,5,0,1,10,95,20,10,0,0,0,0,30,100,40,0,40,15,4,
,G4-162,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09861,75.6646,25,1,360,BACK,,,DRY,DIS,3,ORG,,Y,N,Y,1,3,0,30,0,30,10,1,50,0,1,0,90,30,0,0,2,0,0,10,98,15,0,15,15,2,
,G4-163,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.0982,75.66378,25,0,FLT,LW_PLN,,,AQU,NAT,3,ORG,,Y,N,Y,1,3,0,5,0,5,0,0,50,0,0.1,0,60,0,0,0,0,0,0,40,100,15,0,20,15,3,
,G4-164,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.0979,75.66314,24,2,360,BACK,,,MOIST,NAT,3,ORG,,Y,N,Y,1,3,0,40,0,40,1,0,50,0,0,0,80,3,0,0,0,0,0,30,100,20,0,20,40,3,
,G4-165,20170724,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.09704,75.66135,30,5,360,BACK,,,MOIST,NAT,5,ORG,,Y,N,Y,1,3,0,60,0,60,5,0,5,0,20,0,100,5,0,0,0,0,0,10,100,35,0,35,40,5,
,G4-166,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08064,75.7225,19,0,FLT,LW_PLN,,,DRY,NAT,1,SND,,Y,N,Y,1,3,0,90,90,0,0,0,2,0,2,25,10,0,0,0,3,0,0,60,100,110,0,110,15,0.5,
,G4-167,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.0807,75.72176,20,0,FLT,LW_PLN,,,MOIST,DIS,1,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,70,0,8,0,10,0,0,0,0,0,0,70,100,30,0,0,30,1,
,G4-167A,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08075,75.72176,20,0,FLT,LW_PLN,,,MOIST,NAT,1,ORG,,Y,N,Y,1,3,0,60,60,0,0,0,40,0,2,0,10,0,0,0,4,0,0,70,100,80,0,80,30,1,
,G4-168,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08107,75.71852,20,0,FLT,LW_PLN,,,AQU,DIS,2,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,70,0,1,0,5,0,0,0,0,0,5,60,95,50,0,0,50,2,
