RELEVE_NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDEWGS84'(DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
016--98b,,7/23/1998,,,Drude,,,,,,Carex concolor - Dupontia fisheri + Hierochloe pauciflora - Limprichtia revolvens + Meezia triquetra,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.36373,105.39625,65,0,-1,LW_PLN,,,,,,ORG,,Y,Y,Y,1,1,0,,,,50,,,,,,20,,,,,,,,100,,,,,,
017--98,,7/23/1998,,,Drude,,,,,,Dryas punctata + Cassiope tetragona - Rhacomitrium lanuginosum - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.35676,105.38293,100,20,225,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,40,,,,10,,30,,,,,,,,70,,,,,,
018--98,,7/23/1998,,,Drude,,,,,,Chamaenerion latifolium* + Astragalus subpolaris + A.umbellatus - Leymus interior + Poa alpigena + Poa arctica - Salix reptans,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.34654,105.39485,100,0,-1,FOOT,,,,,,GRV,,Y,Y,Y,1,1,0,,,10,,,30,,30,,,,,,,,,,80,,,40,,,
019--98,,7/23/1998,,,Drude,,,,,,Dryas punctata - Hylocomium splendens var.obtusifolium + Aulacomnim turgidum + Polytrichum strictum - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.34263,105.39194,100,0,-1,FOOT,,,,,,GRV,,Y,Y,Y,1,1,0,,,,60,,,,20,,50,,,,,,,,90,,,,,,
01cpa--2000,,8/12/2000,,,Drude,,,,,,Tomentipnum nitens + Aulacomnium turgidum + Polytrichum sp. + Rhacomitrium lanugonosum + Dicranum sp. - Carex arctisibirica - Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.72039,102.53098,310,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,15,,25,,,,70,,,,,,,,70,,,,,,
02(a)cpa--2000,,,,,Drude,,,,,,,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
02(b)cpa--2000,,,,,Drude,,,,,,,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
02--00a,,8/8/2000,,,Drude,,,,,,Cassiope tetragona - Racomitrium lanuginosum - Mixherbae ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.62583,101.93916,,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,70,,,,15,,40,,,,,,,,90,,,,,,
02--00b,,8/8/2000,,,Drude,,,,,, ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.62583,101.93916,,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
02--05,,8/21/2005,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium - Dushekia fruticosa + Salix jenisseensis + Betula exilis + Ledum palustre - Vaccinium vitis-idaea + V.uliginosum,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.16219429,102.7192155,25,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,40--50,,,50,30,,,,,,100,,,,,,,,100,,600--800,,,,
020--98,,7/23/1998,,,Drude,,,,,,Arnica iljinii* + Rhodiola rosea - Poa glauca + Elymus kronokensis -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.34503,105.37514,150,45,270,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,20,,30,,,,,,,,,,60,,,,,,
021--98,,7/23/1998,,,Drude,,,,,,Papaver polare + Mixherbae ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.33166,105.35515,120,25,45,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,7,,,,,,,,,,5,,,,,,
022--98,,7/23/1998,,,Drude,,,,,,Poa glauca + Bromopsis pumpelliana - Rhodiola rosea -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.33423,105.38283,100,25,225,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,30,,5,,,,,,,,,,30,,,,,,
023--98a,,7/23/1998,,,Drude,,,,,,Dryas punctata - Hylocomium splendens var.obtusifolium + Tomentypnum nitens + Aulacomnim turgidum - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.3309,105.38883,120,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,30,,,,10,,20,,,,,,,,50,,,,,,
023--98v,,7/23/1998,,,Drude,,,,,,Tomentypnum nitens - Eriophorum polystachion + E.vaginatum - ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.3309,105.38883,120,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,25,,,,100,,,,,,,,70,,,,,,
024--98+,,7/24/1998,,,Drude,,,,,,Tomentypnum nitens - Carex arctisibirica + Deschampsia borealis + D.brevifolia - Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.40027,105.50959,250,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,20,,30,,,,100,,,,,,,,60,,,,,,
024--98a,,7/24/1998,,,Drude,,,,,,Dryas punctata - Rhacomitrium lanuginosum + Hylocomium splendens var.obtusifolium + Polytrichum strictum - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.3991,105.50203,250,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,50,,10,,,,40,,,,,,,,50,,,,,,
024--98b,,7/24/1998,,,Drude,,,,,,Mixherbae ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.3991,105.50203,250,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,5,,,,,,,,,,5,,,,,,
024--98v,,7/24/1998,,,Drude,,,,,,Lichenes - Thuidium sp. + Rhytidium rugosum - Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.3991,105.50203,250,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,10,,,,,,30,30,,,,,,,50,,,,,,
025--98,,7/24/1998,,,Drude,,,,,,Tomentypnum nitens + Hylocomium splendens var.obtusifolium - Dryas punctata + Salix polaris - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41016,105.53769,140,3,90,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,,30,,20,,,,60,,,,,,,,90,,,,,,
026--98a,,7/24/1998,,,Drude,,,,,,Dryas punctata + Cassiope tetragona + Salix polaris - Hylocomium splendens var.obtusifolium + Aulacomnium turgidum Novosieversia glacialis,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41687,105.55911,200,0,-1,FOOT,,,,,,GRV,,Y,Y,Y,1,1,0,,,,50,,,,10,,40,,,,,,,,90,,,,,,
026--98b,,7/24/1998,,,Drude,,,,,,Dryas punctata - Mixherbae -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41687,105.55911,200,0,-1,FOOT,,,,,,GRV,,Y,Y,Y,1,1,0,,,,50,,,,30,,,,,,,,,,50,,,,,,
027--98,,7/24/1998,,,Drude,,,,,,Rhacomitrium lanuginosum + Hylocomium splendens var.obtusifolium + Tomentypnum nitens - Novosieversia glacialis + Papaver polare + Mixherbae - Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.43894,105.60237,530,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,10,,,,20,,70,,,,,,,,60,,,,,,
028--98,,7/24/1998,,,Drude,,,,,,Musci - Salix polaris - Lichenes,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.44822,105.63388,430,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,20,,,,,,20,10,,,,,,,0,,,,,,
029--98,,7/24/1998,,,Drude,,,,,,Chamaenerion latifolium + Oxyria digyna - Saix polaris -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.45212,105.59582,280,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,10,,,,20,,,,,,,,,,30,,,,,,
029--98+,,7/24/1998,,,Drude,,,,,,Poa alpigena + Poa glauca - Mixherbae -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.45247,105.59584,290,27.5,225,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,60,,30,,,,,,,,,,90,,,,,,
02--FEN1,,8/10/2002,,,Drude,,,,,,Dryas punctata - Salix lanata - Mihxerbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.46656893,101.844736,10,0,-1,RIPZN,,,,,,SND,,Y,Y,Y,1,1,0,,,20,30,,,,15,,,,,,,,,,95,,,,,,
02--FEN3a,,8/10/2002,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Tomentypnum nitens - Salix pulchra + Betula nana - Carex arctisibirica + C.concolor + Mixherbae,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,72.46600892,101.843606,12,0,-1,LW_PLN,,,,,,ORG,,Y,Y,Y,1,1,0,,,25,,,,,,,100,,,,,,,,100,,,,,,
02--FEN3b,,8/10/2002,,,Drude,,,,,,Eriophorum polystachion + Carex concolor - Sphagnum sp. + Aulacomnium palustre - Salix pulchra + Salix glauca,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,72.46600892,101.843606,12,0,-1,LW_PLN,,,,,,ORG,,Y,Y,Y,1,1,0,,,5,,,60,,,,40,,,,,,,,100,,,,,,
02--STS1,,8/21/2002,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Aulacomnium turgidum - Dryas punctata + Cassiope tetragona - Betula nana + Salix pulchra,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,72.46413889,101.8369254,20,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,<10,,,30,40,,,,,,60,,,,,,,,90,,300,,,,
02--STS3,,8/22/2002,,,Drude,,,,,,Tomentypnum nitens + Sphagnum sp. - Betula nana +Salix pulchra - Carex arctisibirica + C.concolor ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.47733914,101.8246147,10,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,0,,,30,10,,,,,,90,,,,,,,,100,,,,,,
02--STS4,,8/22/2002,,,Drude,,,,,,Tomentypnum nitens + Hylocomium splendens var.obtusifolium - Salix lanata + S.pulchra + S.reptans + S.glauca - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.47857916,101.8228045,15,0,-1,RIPZN,,,,,,LOM,,Y,Y,Y,1,1,0,,,40,,,25,,,,90,,,,,,,,100,,,,,,
02--STS5,,8/22/2002,,,Drude,,,,,,Cassiope tetragona + Dryas punctata + Arctous alpina - Polytrichastrum alpinum + Racomitrium lanuginosum + Dicranum elongatum - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.47835915,101.828995,15,0,-1,EL_PLN,,,,,,SND,,Y,Y,Y,1,1,0,,,,70,,,,20,,40,,,,,,,,80,,,,,,
02--STS6,,8/22/2002,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Tomentypnum nitens - Salix glauca + Betula nana + Salix pulchra - Vaccinium uliginosum + V.minus,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,72.46594891,101.8544768,20,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,20--30,,,50,20,,,,,,90,,,,,,,,100,,300--350,,,,
02--STS7,,8/22/2002,,,Drude,,,,,,Hylocomium splendens - Salix glauca + S.pulchra + Ledum decumbens + Betula nana - Vaccinium ulignosum + V.minus,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,72.46383886,101.8686978,20,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,30--40,,,40,30,,,,,,90,,,,,,,,100,,400--500,,,,
02--STS8,,8/24/2002,,,Drude,,,,,,Cassiope tetragona + Dryas punctata - Hylocomium splendens var.obtusifolium - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.44335849,101.8634072,70,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,50,,40,,,,40,,,,,,,,75,,,,,,
02--STS9,,8/24/2002,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Aulacomnium turgidum - Dushekia fruticosa + Betula nana + Ledum decumbens - Cassiope tetragona + Vaccinium minus,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,72.44633855,101.8527265,40,5,270,BACK,,,,,,LOM,,Y,Y,Y,1,1,20,,,60,40,,,,,,70,,,,,,,,95,,500,,,,
02--STSLINE3,,8/10/2002,,,Drude,,,,,,Salix nummularia + Arctous alpina + Empetrum subholarcticum - Flavocetaria cuculata + Asachinea chrysantha + Stereocaulon alpinum - Bryum sp. + Politrochastum alpinum,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,72.46548891,101.8421558,20,3,360,BACK,,,,,,SND,,Y,Y,Y,1,1,0,,,,30,,,,,,25,30,,,,,,,60,,,,,,
02--STSLINE4,,8/10/2002,,,Drude,,,,,,Polytrihum strictum + Hylocomium splendens var.obtusifolium - Salix pulchra + Betula nana + S.glauca - Carex arctisibirica + C.concolor,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.46590892,101.8397657,15,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,0,,,40,15,,,,,,60,,,,,,,,100,,,,,,
02--STSLINE4b,,8/10/2002,,,Drude,,,,,,Sphagnum spsp. + Aulacomnium palustre - Carex concolor + Eriophorum polystachion - Salix pulchra + Betula nana,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.46590892,101.8397657,15,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,0,,,15,,,30,,,,100,,,,,,,,100,,,,,,
