RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,Ya89,8/4/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.46508333,70.21347222,,0,0,LW_PLN,,,MOIST,DIST,3,LOM,,Y,,Y,1,3,0,0.1,0,0.1,0,25,35,0.1,20,0,100,1,0,0,0,0,0,80,100,,,,,,
,Ya90,8/4/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.46494444,70.21366667,,0,0,LAKE,,,AQU,NAT,,ORG,,Y,,Y,1,3,0,0,0,0,0,0,20,0,5,0,0,0,0,0,0,0,100,0,0,,,,,,
,Ya91,8/4/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.46494444,70.21366667,,0,0,RIPZN,,,AQU ,NAT,,ORG,,Y,,Y,1,3,0,0,0,0,0,0,40,0,15,0,80,0,0,0,20,0,0,80,80,,,,,,
,Ya92,8/4/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.46597222,70.21047222,,0,0,LW_PLN,,,MOIST,DIST,1,LOM,,Y,,Y,1,3,0,0,0,0,0.1,10,10,0,10,0,20,60,20,0,0.1,0,0,1,100,,,,,,
,Ya93,8/4/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47313889,70.20966667,,0,0,LW_PLN,,,WET,DIST,1.5,LOM,,Y,,Y,1,3,0,0,0,0,0,0.1,30,0,1,0,100,20,0,0,0,0,0,40,100,,,,,,
,Ya94,8/4/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.478,70.19277778,,10,170,BACK,,,MOIST,NAT,2,LOM,,Y,,Y,1,3,0,0,0,0,0,40,40,0,3,0,100,5,0,0,0,0,0,30,100,,,,,,
,Ya95,8/4/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47827778,70.19097222,,10,170,BACK,,,MOIST,DIST,2,LOM,,Y,,Y,1,3,0,0,0,0,0,40,40,0,3,0,100,5,0,0,0,0,0,30,100,,,,,,
,Ya96,8/4/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47852778,70.18558333,,3,170,BACK,,,MOIST,DIST,5,LOM,,Y,,Y,1,3,0,0,0,0,0,10,45,0,1,0,100,5,0,0,0,0,0,70,100,,,,,,
,Ya97,8/4/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47758333,70.18233333,,0,0,CRST,,,MOIST,DIST,5,LOM,,Y,,Y,1,3,0,0,0,0,0,30,50,0,1,0,100,40,0,0,0,0,0,90,100,,,,,,
,Ya98,8/5/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47736111,70.16277778,,0,0,CRST,,,MOIST,DIST,1.5,LOM,,Y,,Y,1,3,0,0,0,0,0.1,20,40,0,0.1,0.1,80,40,0,0,0,0,0,60,100,,,,,,
,Ya99,8/5/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47802778,70.16544444,,0,0,CRST,,,WET,DIST,1.5,LOM,,Y,,Y,1,3,0,0.1,0,0.1,0.1,0.1,50,0,0.1,1,99,15,0,0,1,0,0,90,99,,,,,,
,Ya100,8/5/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47802778,70.1655,,0,0,CRST,,,MOIST,DIST,3,LOM,,Y,,Y,1,3,0,0,0,0,0,60,60,0,0.1,0,100,5,0,0,0,0,0,80,100,,,,,,
,Ya101,8/5/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47575,70.17944444,,2,180,BACK,,,MOIST,DIST,1.5,LOM,,Y,,Y,1,3,0,0,0,0,0,60,40,0,2,0,100,5,0,0,0,0,0,20,100,,,,,,
,Ya102,8/5/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47505556,70.17797222,,3,180,BACK,,,MOIST,NAT,5,LOM,,Y,,Y,1,3,0,0,0,0,0,60,40,0,1,0,100,5,0,0,0,0,0,40,100,,,,,,
,Ya103,8/5/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47425,70.17441667,,3,180,BACK,,,MOIST,NAT,10,LOM,,Y,,Y,1,3,0,0,0,0,0,0,80,0,15,0,100,2,0,0,0,0,0,90,100,,,,,,
,Ya104,8/5/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47536111,70.14516667,,5,200,LW_PLN,,,DRY,NAT,0,SND,,Y,,Y,1,3,0,0.1,0,0.1,0,0.1,10,0,5,0,1,0.1,0,0,85,0,0,0,15,,,,,,
,Ya105,8/5/2017,100,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47466667,70.14836111,,0,0,LW_PLN,,,DRY,NAT,0,SND,,Y,,Y,1,3,0,0.1,0,0.1,0,40,10,0,5,15,0.1,0.1,0,0,40,0,0,0,60,,,,,,
