RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,G2-19,42936,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.90386111,78.65497222,,10,270,BACK,,,MOIST,NAT,7,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,40,30,0,1,0,100,15,0,0,0,0,0,80,100,,,,,,
,G2-22,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.90380556,78.65147222,,3,280,FOOT,,,MOIST,NAT,3,LOM,,Y,N,Y,1,3,0,10,0,10,0,70,30,0,10,5,99,5,1,0,0.1,0,0,30,99,,,,,,
,G2-24,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.90291667,78.64958333,,10,270,BACK,,,MOIST,NAT,5,LOM,,Y,N,Y,1,3,0,10,0,10,0,20,10,0,40,30,100,5,0,0,0,0,0,10,100,,,,,,
,G2-26,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.90261111,78.64875,,15,30,BACK,,,MOIST,NAT,2,LOM,,Y,N,Y,1,3,0,5,0,5,0,40,5,0,20,30,100,3,0,0,0,0,0,15,100,,,,,,
,G2-28,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.90230556,78.64611111,,5,,BACK,,,MOIST,NAT,8,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,60,30,0.1,2,0,100,30,0,0,0,0,0,50,100,,,,,,
,G2-30,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.9015,78.64138889,,,,BACK,,,MOIST,DIST,5,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,50,25,0,2,0.1,100,20,0.1,0,0,0,0,10,100,,,,,,
,G2-31,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.90116667,78.63902778,,0,FLT,BACK,,,WET,NAT,>20,LOM,,Y,N,Y,1,3,0,30,0,30,0,40,10,0,20,10,70,2,0,0,0,0,0,30,100,,,,,,
,G2-33,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.90025,78.63530556,,3,200,BACK,,,AQU,NAT,-,ORG,,Y,N,Y,1,3,0,20,0,20,0,0,30,0,1,5,40,0,0,0,0,0,0,90,100,,,,,,
,G2-35,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.8995,78.63211111,,0,FLT,FOOT,,,AQU,NAT,-,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,40,0,40,0,0.1,0,0,0,0,0,100,,70,,,,,,
,G2-36,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89944444,78.63077778,,2,80,BACK,,,MOIST,NAT,3,LOM,,Y,N,Y,1,3,0,5,0,5,0,80,10,0,20,1,100,10,0,0,0,0,0,10,100,,,,,,
,G2-38,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89897222,78.62625,,3,90,BACK,,,MOIST,NAT,6,LOM,,Y,N,Y,1,3,0,15,0,15,0,15,15,0,50,25,100,0.1,0,0,0,0,0,60,100,,,,,,
,G2-40,42937,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89838889,78.62327778,,0,FLT,CRST,,,MOIST,NAT,3,LOM,,Y,N,Y,1,3,0,0,0,0,0,80,15,0,5,0,100,30,0.1,0,0,0,0,60,100,,,,,,
,G2-41,42938,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.91597222,78.67747222,,3,280,BACK,,,WET,NAT,17,LOM,,Y,N,Y,1,3,0,15,0,15,0,0,60,0,15,0.1,5,0,0,0,0,0,0,99,100,,,,,,
,G2-43,42938,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.91680556,78.67855556,,7,270,BACK,,,MOIST,NAT,5,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0.1,70,30,0,5,0,99,5,1,0,0,0,0,20,100,,,,,,
,G2-45,42938,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.91772222,78.67955556,,15,350,BACK,,,DRY,DIST,1,LOM,,Y,N,Y,1,3,0,0,0,0,15,55,10,0,0.1,5,30,3,10,0,0.1,0,0,5,90,,,,,,
,G2-47,42938,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.91797222,78.67930556,,3,360,BACK,,,WET,NAT,5,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,30,20,0,10,25,90,0.1,0,0,0,0,0,50,100,,,,,,
,G2-49,42938,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.91863889,78.68252778,,0,FLT,FOOT,,,AQU,NAT,-,ORG,,Y,N,Y,1,3,0,0.1,0,0.1,0,0,40,0,7,0,99,0,0,0,0,0,0,99,100,,,,,,
,G2-51,42938,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.91930556,78.68677778,,5,280,BACK,,,WET,NAT,5,LOM,,Y,N,Y,1,3,0,5,0,5,0,15,30,0,10,0,0,0,0,0,0,0,0,80,100,,,,,,
,G2-52,42938,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.91925,78.68891667,,7,290,BACK,,,MOIST,NAT,10,LOM,,Y,N,Y,1,3,0,30,0,30,0,40,40,20,1,0,100,3,0,0,0,0,0,30,100,,,,,,
,G2-55,42938,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.92161111,78.68855556,,15,90,BACK,,,WET,NAT,3,LOM,,Y,N,Y,1,3,0,10,0,10,0,40,15,0,20,40,100,10,0,0,0,0,0,50,100,,,,,,
,G2-57,42938,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.92183333,78.68911111,,45,180,BACK,,,DRY,DIST,1,LOM,,Y,N,Y,1,3,0,0.1,0,0,0.1,90,5,0,3,3,20,20,10,0,0.1,0,0,3,99,,,,,,
,G2-59,42938,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.92194444,78.68897222,,45,10,BACK,,,DRY,NAT,1,LOM,,Y,N,Y,1,3,0,0,0,0,0.1,30,15,0,1,0.1,40,40,0,0,0,0,0,10,90,,,,,,
,G2-62,42939,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89719444,78.62788889,,5,360,BACK,,,AQU,NAT,>20,ORG,,Y,N,Y,1,3,0,25,0,25,0,0,30,0,10,1,25,0,0,0,0,0,0,95,100,,,,,,
,G2-64,42939,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89563889,78.62788889,,0,FLT,CRST,,,MOIST,NAT,5,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,40,15,1,5,0,100,15,0,0,0,0,0,70,100,,,,,,
,G2-66,42939,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89422222,78.62477778,,5,200,BACK,,,MOIST,NAT,5,LOM,,Y,N,Y,1,3,0,1,0,1,0,50,15,0,5,0,100,5,0,0,0,0,0,50,100,,,,,,
,G2-68,42939,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89336111,78.62363889,,7,200,BACK,,,MOIST,NAT,5,LOM,,Y,N,Y,1,3,0,2,0,2,0,50,20,0.1,15,5,100,3,0,0,0,0,0,70,100,,,,,,
,G2-70,42939,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89197222,78.62325,,3,200,FOOT,,,WET,NAT,3,LOM,,Y,N,Y,1,3,0,3,0,3,0,50,25,0.1,10,0,100,2,0,0,0,0,0,80,100,,,,,,
,G2-72,42939,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89108333,78.62211111,,2,200,BACK,,,WET,NAT,20,LOM,,Y,N,Y,1,3,0,40,0,40,0,10,30,0,10,3,100,0,0,0,0,0,0,90,100,,,,,,
,G2-73,42939,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89088889,78.62166667,,0,FLT,FOOT,,,AQU,NAT,,ORG,,Y,N,Y,1,3,0,0.1,0,0.1,0,0,30,0,10,0,90,1,0,0,10,0,0,99,100,,,,,,
,G2-75,42939,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.88947222,78.62236111,,0,FLT,FOOT,,,WET,NAT,10,LOM,,Y,N,Y,1,3,0,40,0,40,0,0,20,0.1,10,1,100,0.1,0,0,0,0,0,99,100,,,,,,
,G2-78,42939,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.88830556,78.61677778,,3,15,FOOT,,,MOIST,NAT,2,LOM,,Y,N,Y,1,3,0,15,0,15,0.1,20,40,0,10,0.1,100,5,0.1,0,0.1,0,0,60,100,,,,,,
,G2-80,42939,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.88688889,78.61422222,,0,FLT,CRST,,,MOIST,NAT,2,LOM,,Y,N,Y,1,3,0,0,0,0,0,70,20,0,5,0,100,10,0,0,0,0,0,15,100,,,,,,
,G2-82,42940,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.92469444,78.69213889,,5,260,BACK,,,MOIST,NAT,2,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,60,30,0.1,10,1,100,5,0,0,0,0,0,40,100,,,,,,
,G2-84,42940,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.92552778,78.69336111,,0,FLT,SHLD,,,MOIST,NAT,1.5,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,70,30,0,3,0,95,10,0,0,0,0,0,70,99,,,,,,
,G2-86,42940,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.92533333,78.69477778,,20,80,BACK,,,N,NAT,0.5,LOM,,Y,N,Y,1,3,0,20,0,20,0,30,15,0,5,0,98,5,2,0,0.1,0,0,15,100,,,,,,
,G2-88,42940,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.92611111,78.69686111,,2,90,BACK,,,N,NAT,0.5,LOM,,Y,N,Y,1,3,0,35,0,35,0,15,3,0,25,5,99,9,0.1,0,0,0,0,3,99,,,,,,
,G2-90,42940,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.92686111,78.69744444,,3,90,BACK,,,N,NAT,0,LOM,,Y,N,Y,1,3,0,0.1,0,0,0,0,25,0,35,0,0.1,0,0,0,40,0,0,20,60,,,,,,
,G2-92,42940,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.92877778,78.68963889,,0, ,CRST,,,MOIST,NAT,5,LOM,,Y,N,Y,1,3,0,1,0,1,0,60,20,0,6,0,100,5,0,0,0,0,0,80,100,,,,,,
,G2-94,42940,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93011111,78.69186111,,3,100,BACK,,,AQU,NAT,-,ORG,,Y,N,Y,1,3,0,0.1,0,0.1,0,0,25,0,35,3,80,0,0,0,0,0,0,90,100,,,,,,
,G2-95,42940,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93047222,78.69241667,,3,180,BACK,,,MOIST,NAT,2,LOM,,Y,N,Y,1,3,0,0,0,0,0,80,15,0,3,3,95,15,5,0,0.1,0,0,10,100,,,,,,
,G2-97,42940,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93133333,78.69266667,,0,FLT,BACK,,,WET,NAT,10,LOM,,Y,N,Y,1,3,0,10,0,10,0,3,15,0,10,10,100,0,0,0,0,0,0,95,100,,,,,,
,G2-99,42940,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93191667,78.692,,7,170,FOOT,,,MOIST,NAT,10,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,40,30,0,5,0.1,100,5,0,0,0,0,0,90,100,,,,,,
,G2-101,42941,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93244444,78.69391667,,5,80,FOOT,,,MOIST,DIST,2,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,20,5,0,30,40,30,10,0,0,0,0,0,15,80,,,,,,
,G2-104,42941,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93416667,78.69897222,,3,90,FOOT,,,WET,NAT,10,LOM,,Y,N,Y,1,3,0,15,0,15,0,0,20,0,20,0.1,40,0,0,0,1,0,0,99,100,,,,,,
,G2-105,42941,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93463889,78.70075,,5,90,FOOT,,,MOIST,NAT,2,LOM,,Y,N,Y,1,3,0,80,0,80,0,0,1,0,30,80,10,1,0,0,0,0,0,100,100,,,,,,
,G2-107,42941,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93522222,78.70352778,,10,290,FOOT,,,MOIST,DIST,3,LOM,,Y,N,Y,1,3,0,0,0,0,0,50,15,0,1,1,100,5,0,0,0,0,0,10,100,,,,,,
,G2-109,42941,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93577778,78.70411111,,3,300,BACK,,,MOIST,NAT,15,LOM,,Y,N,Y,1,3,0,20,0,20,0,0,35,0,10,10,90,0.1,0,0,10,0,0,85,100,,,,,,
,G2-112,42941,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93708333,78.70797222,,2,270,FOOT,,,MOIST,NAT,6,LOM,,Y,N,Y,1,3,0,20,0,20,0,20,20,0.1,10,0.1,100,2,0,0,0,0,0,60,100,,,,,,
,G2-114,42941,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93788889,78.71158333,,10,280,BACK,,,DRY,DIST,3,LOM,,Y,N,Y,1,3,0,0,0,0,0,50,5,0,5,0,100,10,0,0,0,0,0,5,100,,,,,,
,G2-116,42941,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93805556,78.71402778,,20,80,BACK,,,N,NAT,2,LOM,,Y,N,Y,1,3,0,1,0,1,0,50,15,0,40,5,50,3,0,0,0,0,0,50,100,,,,,,
,G2-118,42941,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93852778,78.71522222,,0,FLT,LW_PLN,,,WET,NAT,1,LOM,,Y,N,Y,1,3,0,10,0,10,0,1,15,0,20,80,100,0.1,0,0,0,0,0,70,100,,,,,,
,G2-120,42941,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93891667,78.71702778,,2,270,BACK,,,MOIST,DIST,1.5,LOM,,Y,N,Y,1,3,0,0.1,0,0,0,70,15,0,5,15,100,10,0,0,0,0,0,10,100,,,,,,
,G2-121,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.939,78.71980556,,0,FLT,CRST,,,MOIST,DIST,5,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,40,10,0,8,0,0,0,0,0,0,0,0,10,100,,,,,,
,G2-123,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93908333,78.72280556,,0,FLT,LW_PLN,,,MOIST,DIST,2,LOM,,Y,N,Y,1,3,0,20,0,20,0,30,10,0,5,0.1,100,15,0.1,0,0,0,0,5,100,,,,,,
,G2-125,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.93908333,78.72280556,,5,60,FOOT,,,AQU,NAT,-,ORG,,Y,N,Y,1,3,0,50,0,50,0,0,20,0,10,1,100,0,0,0,0,0,0,99,100,,,,,,
,G2-127,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.9395,78.72605556,,5,80,LW_PLN,,,MOIST,NAT,2,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,60,30,0,6,0,100,5,0.1,0,0,0,0,20,100,,,,,,
,G2-130,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.94033333,78.72894444,,0,FLT,FOOT,,,AQU,NAT,-,ORG,,Y,N,Y,1,3,0,0.1,0,0.1,0,0,35,0,20,0,20,0,0,0,0,0,0,20,99,,,,,,
,G2-131,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.94075,78.72791667,,15,270,BACK,,,MOIST,DIST,1.5,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,80,2,0,1,5,15,50,0,0,0,0,0,10,100,,,,,,
,G2-132,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.94080556,78.72788889,,15,270,BACK,,,MOIST,NAT,2,LOM,,Y,N,Y,1,3,0,,0,0,0,70,5,0,20,5,90,5,0,0,0,0,0,90,100,,,,,,
,G2-137,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.94116667,78.73188889,,10,90,BACK,,,DRY,NAT,3,LOM,,Y,N,Y,1,3,0,3,0,3,0,40,25,0,10,0,100,5,0,0,0,0,0,30,100,,,,,,
