RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,10Ka/39,28.07.1937,4,,,,,,,,,Kalliola R.,,,,,,,,,,Petsamofjelde  Rappesoaivi,,,Y,,,69.4393,30.2801,375,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,63/19,18.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.60584,33.73733,860,15,90,CRST,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,10,,,,,,
,2D/2020,07.07.2020,100,,,,,,,,,Danilova A.D. ,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.608,33.7783,1070,0,110,EL_PLN,,,,,,,,,,,,,,,,,,,,,,,8,40,,,,,,,50,,,,,,
,3D/2020,07.07.2020,100,,,,,,,,,Danilova A.D. ,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6085,33.7777,1070,0,110,EL_PLN,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,10,,,,,,
,4D/2020,07.07.2020,100,,,,,,,,,Danilova A.D. ,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6085,33.7722,1070,0,115,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,,,,,,,1,,,,,,
,5D 20/20,07.07.2020,100,,,,,,,,,Danilova A.D. ,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6114,33.7612,1010,0,120,,GRV,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,10,,,,,,
,80/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6062,33.7368,860,35,100,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,5,,,,,,
,81/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6112,33.7505,980,35,180,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,,,,15,,,,,,
,88/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6085,33.7772,1070,0,no,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,10,,,,,,
,88a/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6085,33.7772,1070,0,no,,,,,,,,,,,,,,,,,,,,,,,,15,25,,,,,,,25,,,,,,
,64/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6069,33.7383,860,10,no,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,5,,,,,,
,82/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6114,33.7598,1000,25,280,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,5,,,,,,
,95/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6094,33.7753,1050,0,no,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,5,,,,,,
,91/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6041,33.8,1050,0,no data,,,,,,,,,,,,,,,,,,,,,,,,3,<1,,,,,,,3,,,,,,
,83b/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6116,33.761,1010,5,270,,,,,,,,,,,,,,,,,,,,,,,,30,<1,,,,,,,30,,,,,,
,84/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6099,33.7679,1060,5,200,,,,,,,,,,,,,,,,,,,,,,,,1,<1,,,,,,,1,,,,,,
,89/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6085,33.7772,1070,0,no data,,,,,,,,,,,,,,,,,,,,,,,,15,10,,,,,,,25,,,,,,
,90a/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6041,33.8,1050,0,no data,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,,,,,,,<1,,,,,,
,92/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6041,33.8,1050,0,no data,,,,,,,,,,,,,,,,,,,,,,,,1,<1,,,,,,,1,,,,,,
,93/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6044,33.7867,1050,0,no data,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,10,,,,,,
,96/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6081,33.7778,1070,0,no data,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,,,,,,,<1,,,,,,
,83a/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6116,33.761,1010,5,270,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,10,,,,,,
,85/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6092,33.7709,1070,0,no data,,,,,,,,,,,,,,,,,,,,,,,,3,<1,,,,,,,3,,,,,,
,86/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6081,33.7766,1070,0,no data,,,,,,,,,,,,,,,,,,,,,,,,15,20,,,,,,,35,,,,,,
,87/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6085,33.7772,1070,0,no data,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,3,,,,,,
,97/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6081,33.7803,1070,0,no data,,,,,,,,,,,,,,,,,,,,,,,,1,<1,,,,,,,1,,,,,,
,90b/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6041,33.8,1040,0,no data,,,,,,,,,,,,,,,,,,,,,,,,<1,<1,,,,,,,<1,,,,,,
,83d/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6116,33.761,1010,5,270,,,,,,,,,,,,,,,,,,,,,,,,5,<1,,,,,,,5,,,,,,
,83e/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6116,33.761,1010,5,270,,,,,,,,,,,,,,,,,,,,,,,,5,<1,,,,,,,5,,,,,,
,83f/19,25.08.2019,100,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Khibiny, Aikuaivenchorr",,,Y,,,67.6116,33.761,1010,5,270,,,,,,,,,,,,,,,,,,,,,,,,5,<1,,,,,,,5,,,,,,
,1N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,2N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,3N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,4N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,5N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,6N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,7N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,8N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,9N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,10N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,11N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,12N/28,1927,,,,,,,,,,Nordhagen R.,,,,,,,,,,"Bandaklumpen, Sylenegebiete",,,Y,,,63.0011,12.2218,1300,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,29/01,08.07.2001,25,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Alluaiv, Lovozerskie Mts.",,,Y,,,67.8636,34.5156,900,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,25,,,,,,
,30/01,08.07.2001,25,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Alluaiv, Lovozerskie Mts.",,,Y,,,67.8636,34.5156,900,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,25,,,,,,
,29a/01,08.07.2001,25,,,,,,,,,Koroleva N.E.,,,,,,,,,,"Alluaiv, Lovozerskie Mts.",,,Y,,,67.8636,34.5156,900,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,15,1,,,,,,,15,,,,,,
,G_XIV_I,,,,,,,,,,,O. Gjaerevoll,,,,,,,,,,"Laktatjakko, northern slope, ",,,Y,,,68.4117,18.3364,980,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XIV_II,,,,,,,,,,,O. Gjaerevoll,,,,,,,,,,"Laktatjakko, northern slope, ",,,Y,,,68.4117,18.3364,980,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XIV_III,,,,,,,,,,,O. Gjaerevoll,,,,,,,,,,"Laktatjakko, northern slope, ",,,Y,,,68.4117,18.3364,935,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XIV_IV,,,,,,,,,,,O. Gjaerevoll,,,,,,,,,,"Vassitjakko, north-eastern slope",,,Y,,,68.3613,18.2052,800,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XIV_V,,,,,,,,,,,O. Gjaerevoll,,,,,,,,,,"Vassitjakko, north-eastern slope",,,Y,,,68.3613,18.2052,800,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XIV_VI,,,,,,,,,,,O. Gjaerevoll,,,,,,,,,,"Laktatjakko, northern slope, ",,,Y,,,68.4117,18.3364,730,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XV_I,,,,,,,,,,,O. Gjaerevoll. ,,,,,,,,,,"Nuolja, eastern slope",,,Y,,,68.3691,18.6223,860,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XV_II,,,,,,,,,,,O. Gjaerevoll. ,,,,,,,,,,"Laktatjakko, northern slope",,,Y,,,68.4117,18.3364,910,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XV_III,,,,,,,,,,,O. Gjaerevoll,,,,,,,,,,"Laktatjakko, northern slope",,,Y,,,68.4117,18.3364,910,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XV_IV,,,,,,,,,,,O. Gjaerevoll,,,,,,,,,,"Laktatjakko, northern slope, ",,,Y,,,68.4117,18.3364,910,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XV_V,,,,,,,,,,,O. Gjaerevoll,,,,,,,,,,"Laktatjakko, northern slope, ",,,Y,,,68.4117,18.3364,910,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
,G_XV_VI,,,,,,,,,,,O. Gjaerevoll,,,,,,,,,,"Laktatjakko, northern slope, ",,,Y,,,68.4117,18.3364,910,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,no data,no data,,,,,,,no data,,,,,,
