RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,G3-10,20170711,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.96818,78.79911,17,3,210,BACK,,,MOIST,NAT,5,ORG,,Y,N,Y,1,3,0,20,0,10,10,0,60,60,0.01,0,50,30,0,0,0,0,0,40,100,10,0,10,15,5,
,G3-11,20170711,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.96755,78.79921,17,0,FLT,LW_PLN,,,MOIST,NAT,4,SND,,Y,N,Y,1,3,0,20,0,10,10,0,5,5,2,0,40,80,0,0,0,0,0,5,100,15,0,15,20,5,
,G3-1x,20170711,10,R,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.96738,78.8011,22,10,180,SHLD,,,DRY,DIS,3,SND,,Y,N,Y,1,3,0,10,0,10,15,2,10,0,+,+,30,50,20,0,3,0,0,5,97,15,0,15,15,3,
,G3-12,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.9666,78.79801,17,0,FLT,LW_PLN,,,AQU,NAT,7,SND,,Y,N,Y,1,3,0,5,0,5,0,0,50,0,0,0,80,1,0,0,0,0,5,30,95,15,0,10,0,7,
,G3-13,20170711,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.9663,78.7983,21,0,FLT,LW_PLN,,,MOIST,NAT,5,ORG,,Y,N,Y,1,3,0,5,0,5,40,0,1,0,5,0,50,60,0,0,0,0,0,5,100,15,0,20,5,60,
,G3-14,20170711,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.966,78.79739,21,0,FLT,LAKE,,,AQU,NAT,3,SND,,Y,N,Y,1,3,0,0,0,0,0,0,55,0,0,0,70,0,0,0,0,0,10,40,90,20,0,0,0,3,
,G3-15,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.965573,78.797158,16,1,360,LW_PLN,,,MOIST,NAT,8,SND,,Y,N,Y,1,3,0,40,0,40,5,0,4,1,10,0,90,10,0,0,0,0,0,5,100,25,0,25,10,8,
,G3-16,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.965329,78.79697,18,0,FLT,LW_PLN,,,AQU,NAT,7,ORG,,Y,N,Y,1,3,0,25,0,25,2,0,25,0.1,0,0,90,0,0,0,0,0,0,40,100,20,0,20,15,7,
,G3-17,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.964393,78.796204,17,0,FLT,LW_PLN,,,AQU,NAT,3,ORG,,Y,N,Y,1,3,0,5,0,5,0,0,60,0,0,0,90,0,0,0,0,0,0,50,100,20,0,20,25,3,
,G3-18,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.96481,78.79657,9,0,FLT,LW_PLN,,,WET,NAT,7,ORG,,Y,N,Y,1,3,0,15,0,15,0,0,60,0,0,0,70,0,0,0,0,0,0,30,100,20,0,20,25,7,
,G3-19,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.963905,78.795689,12,0,FLT,BACK,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,3,0,3,55,0,3,1,25,0,95,20,0,0,0,0,0,3,100,10,0,15,10,7,
,G3-20,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.963139,78.795571,16,0,FLT,LAKE,,,AQU,NAT,0,SND,,Y,N,Y,1,3,0,0,0,0,0,0,80,0,-,0,0,0,0,0,0,0,20,60,80,35,0,0,35,0,
,G3-21,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.962399,78.794645,19,1,360,FOOT,,,MOIST,DIS,5,SND,,Y,N,Y,1,3,0,10,0,10,20,0,40,35,3,0,95,10,0,0,0,0,0,15,100,15,0,10,15,3,
,G3-22,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.961585,78.794265,24,0,FLT,LW_PLN,,,MOIST,DIS,10,ORG,,Y,N,Y,1,3,0,3,0,3,15,0,40,30,40,0,70,10,0,0,0,0,0,20,100,15,0,15,10,3,
,G3-23,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.96096,78.793444,6,0,FLT,LAKE,,,AQU,NAT,0,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,10,40,70,25,0,,25,0,
,G3-24,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.960716,78.793385,9,0,FLT,LW_PLN,,,MOIST,NAT,8,ORG,,Y,N,Y,1,3,0,20,0,20,15,0,20,0,5,0,100,30,0,0,0,0,0,20,100,15,0,15,15,8,
,G3-25,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.960397,78.793105,14,1,360,FOOT,,,DRY,DIS,2,SND,,Y,N,Y,1,3,0,5,,5,5,10,5,0.5,1,+,25,50,20,0,5,0,0,5,95,5,0,5,15,3,
,G3-26,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.960013,78.792605,15,0,FLT,LAKE,,,WET,NAT,,SND,,Y,N,Y,1,3,0,0,0,0,0,0,50,0,0,0,0,0,,,0,0,50,20,50,20,0,0,20,0,
,G3-27,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.959751,78.791802,17,1,360,EL_PLN,,,WET,NAT,15,ORG,,Y,N,Y,1,3,0,1,0,1,5,,40,0,0,0,100,0,0,0,0,0,0,50,100,15,0,10,15,15,
,G3-28,20170712,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.959047,78.791852,21,0,FLT,EL_PLN,,,DRY,DIS,2,SND,,Y,N,Y,1,3,0,3,,3,5,10,10,0,0,0,30,70,20,0,10,0,0,5,90,5,0,5,10,2,
,G3-29,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.944624,78.860955,9,25,90,BACK,,,DRY,NAT,,SND,,Y,N,Y,1,3,0,30,30,0,0,0,10,0,0,10,0,0,0,0,60,0,0,5,40,90,0,90,10,0,
,G3-30,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.944743,78.860552,13,0,FLT,EL_PLN,,,DRY,NAT,1,SND,,Y,N,Y,1,3,0,30,,30,2,15,15,0,20,10,5,1,0,0,1,0,0,3,99,15,0,20,16,1,
,G3-31,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.944931,78.858885,12,3,270,EL_PLN,,,DRY,NAT,2,SND,,Y,N,Y,1,3,0,70,,70,1,0,2,0,3,10,90,1,0,0,5,0,0,30,100,70,0,70,25,3,
,G3-32,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.945148,78.857518,15,5,270,FOOT,,,MOIST,DIS,2,SND,,Y,N,Y,1,3,0,70,70,0,0,0,40,0,1,10,40,0,0,0,0,0,0,50,100,200,0,200,25,2,
,G3-33,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.94509,78.85664,17,5,270,FOOT,,,DRY,DIS ,,SND,,Y,N,Y,1,3,0,90,90,5,1,0,10,0,1,0,10,0,0,0,0,0,0,80,100,300,0,300,15,2,
,G3-34,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.945381,78.854921,17,3,90,BACK,,,MOIST,DIS,6,SND,,Y,N,Y,1,3,0,55,0,55,12,0,10,0,10,0,100,,0,0,0,0,0,10,100,20,0,20,10,3,
,G3-35,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.945534,78.853082,22,5,90,BACK,,,MOIST,DIS,12,ORG,,Y,N,Y,1,3,0,5,0,5,15,0.1,45,40,15,0,90,1,0,0,0,0,0,20,100,15,0,17,15,3,
,G3-36,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.945644,78.851983,24,0,FLT,CRST,,,DRY,DIS,1,SND,,Y,N,Y,1,3,0,5,0,5,10,8,7,0,8,0.1,35,20,30,0,10,0.1,0,2,90,5,0,5,10,1,
,G3-37,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.946061,78.849607,31,1,90,CRST,,,DRY,DIS,1,SND,,Y,N,Y,1,3,0,1,,1,2,16,1,0,1,0,5,10,15,0,50,2,0,1,50,3,0,3,3,1,
,G3-38,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.9461,78.84636,35,15,68,BACK,,,DRY,DIS,2,SND,,Y,N,Y,1,3,0,2,,2,2,20,10,0,10,2,30,30,25,0,2,0,0,5,98,5,0,5,15,1,
,G3-38A,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.946086,78.845665,38,,,BACK,,,DRY,DIS,1,,,Y,N,Y,1,3,0,1,0,1,1,15,2,0,0,0,10,15,20,0,40,2,0,2,60,4,0,4,10,1,
,G3-39,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.946226,78.844659,36,2,360,FOOT,,,WET,NAT,12,ORG,,Y,N,Y,1,3,0,15,0,15,1,0,80,0,3,0,90,0,0,0,0,0,0,40,100,15,0,20,15,5,
,G3-40,20170714,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.946478,78.842973,37,2,200,BACK,,,MOIST,DIS,6,LOM,,Y,N,Y,1,3,0,25,,25,10,1,40,0,2,0,90,20,,0,0,0,0,10,100,20,0,20,10,3,
,G3-41,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.946854,78.838585,29,6,250,BACK,,,MOIST,DIS,1,LOM,,Y,N,Y,1,3,0,10,0,10,10,0,40,3,,1,60,10,20,0,5,0,0,10,95,10,0,20,10,2,
,G3-42,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.947203,78.835667,26,3,200,BACK,,,MOIST,DIS,10,ORG,,Y,N,Y,1,3,0,35,0,35,10,0,20,10,2,0,100,10,0,0,0,0,0,5,100,25,0,25,15,5,
,G3-43,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.947413,78.83363,29,2,200,BACK,,,MOIST,DIS,7,ORG,,Y,N,Y,1,3,0,15,0,15,35,0,45,40,10,0,80,15,0,0,0,0,0,5,100,20,0,20,10,3,
,G3-44,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.947901,78.828509,20,4,200,BACK,,,MOIST,DIS,7,ORG,,Y,N,Y,1,3,0,35,0,35,20,0,15,0,0,0,90,20,0,0,0,0,0,0,100,20,0,20,10,3,
,G3-45,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.947954,78.827705,19,2,200,BACK,,,MOIST,DIS,7,ORG,,Y,N,Y,1,3,0,3,0,3,10,0,60,60,5,0,90,20,0,0,0,0,0,20,100,15,0,15,15,5,
,G3-46,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.948056,78.826182,17,2,200,FOOT,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,5,0,5,30,0,30,30,10,0,90,0,0,0,0,0,0,15,100,15,0,15,15,10,
,G3-47,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.948103,78.825398,18,0,FLT,LW_PLN,,,AQU,NAT,12,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,30,0,1,0,50,0,0,0,20,0,10,60,80,20,0,0,20,10,
,G3-48,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.948894,78.822836,17,0,FLT,LW_PLN,,,AQU,NAT,12,ORG,,Y,N,Y,1,3,0,1,0,1,1,0,30,0,0,0,100,0,0,0,0,0,10,40,90,17,0,0,17,10,
,G3-49,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.949187,78.821423,18,0,FLT,LW_PLN,,,WET,NAT,15,ORG,,Y,N,Y,1,3,0,15,0,15,3,0,40,0,0,0,95,0,0,0,0,0,0,40,100,15,0,17,15,8,
,G3-50,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.949655,78.819877,17,0,FLT,LW_PLN,,,WET,NAT,15,ORG,,Y,N,Y,1,3,0,5,0,5,5,0,40,0,10,0,100,0,0,0,0,0,0,40,100,15,0,,15,8,
,G3-51,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.950305,78.817317,17,0,FLT,LW_PLN,,,MOIST,DIS,7,ORG,,Y,N,Y,1,3,0,15,0,15,25,0,10,10,40,0,100,25,0,0,0,0,0,5,100,15,0,15,15,4,
,G3-52,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.951354,78.813545,10,2,135,BACK,,,MOIST,NAT,7,ORG,,Y,N,Y,1,3,0,5,0,5,20,0,65,60,20,0,90,20,0,0,0,0,0,20,100,15,0,15,15,4,
,G3-53,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.951624,78.812625,17,0,FLT,CRST,,,DRY,DIS,2,SND,,Y,N,Y,1,3,0,5,0,5,20,20,7,0,1,0,30,30,40,0,10,0,0,5,90,5,0,5,10,2,
,G3-54,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.952468,78.809214,17,1,200,BACK,,,DRY,DIS,8,SND,,Y,N,Y,1,3,0,50,0,50,10,0,12,5,5,0,95,15,0,0,0,0,0,20,100,20,0,20,10,3,
,G3-55,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.952908,78.807308,19,0,FLT,RIPZN,,,WET,DIS,3,SND,,Y,N,Y,1,3,0,70,70,1,0,0,35,0,3,0,60,0,0,0,0,0,0,50,100,90,0,90,20,3,
,G3-56,20170715,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.953249,78.806157,23,1,135,EL_PLN,,,DRY,DIS,2,SND,,Y,N,Y,1,3,0,5,,5,20,5,7,0,1,0,80,20,20,0,0,0,0,2,100,5,0,3,10,2,
,G3-57,20170716,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.943533,78.800159,22,5,270,BACK,,,DRY,NAT,6,SND,,Y,N,Y,1,3,0,40,,40,12,0,50,20,1,0,90,15,0,0,0,0,0,30,100,25,0,25,15,3,
,G3-58,20170716,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.942866,78.803764,22,0,FLT,CRST,,,MOIST,NAT,4,ORG,,Y,N,Y,1,3,0,5,,5,25,,30,30,20,0,90,15,0,0,0,0,0,10,100,10,0,10,10,3,
,G3-58C,20170716,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.941789,78.809016,15,0,FLT,CRST,,,MOIST,NAT,6,ORG,,Y,N,Y,1,3,0,5,,5,25,0,30,30,15,0,90,15,0,0,0,0,0,10,100,10,0,10,10,4,
,G3-59,20170716,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.939626,78.812474,16,0,FLT,CRST,,,MOIST,NAT,6,ORG,,Y,N,Y,1,3,0,5,0,5,17,0,70,70,15,0,60,10,0,0,0,0,0,30,100,15,0,20,15,3,
,G3-60,20170716,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.940101,78.817603,17,0,FLT,CRST,,,MOIST,NAT,5,ORG,,Y,N,Y,1,3,0,1,,1,15,,20,10,15,0,100,0,0,0,0,0,0,5,100,15,0,15,16,3,
,G3-61,20170716,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.939526,78.819367,19,0,FLT,CRST,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,25,0,25,15,0,30,,1,0,90,0,0,0,0,0,0,60,100,15,0,15,15,10,
,G3-62,20170716,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.938956,78.823259,19,0,FLT,CRST,,,MOIST,NAT,6,ORG,,Y,N,Y,1,3,0,,,,10,,70,70,15,0,80,0,0,0,,0,0,20,100,15,0,15,10,6,
,G3-63,20170716,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.937989,78.827715,18,1,90,BACK,,,MOIST,DIS,6,ORG,,Y,N,Y,1,3,0,50,,50,20,0,5,1,1,0,80,10,0,0,0,0,0,10,100,25,0,25,15,3,
,G3-64,20170716,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G3_Tanama_river,24,,,,Y,GPS,5,69.937546,78.829925,16,1,90,BACK,,,MOIST,DIS,6,ORG,,Y,N,Y,1,3,0,30,0,30,14,0,10,1,5,0,90,10,0,0,0,0,0,5,100,20,0,20,15,3,
