RELEVE_NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDEWGS84'(DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
21505,34013,20180808,100,I,0,N,R,,,FLD_NM,Chionophytic tundra with Salix polaris and green mosses,MT,,,,,,E,RU,Polar_Ural_17,216,Manyasej (Emglo,,,Y,GPS,10,68.454611,66.314139,170,15,180,BACK,,,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,2,0,2,4,14,14,0,31,4,50,25,0,0,0,10,0,0,100,-9,-9,30,15,-9,
21506,34015a,20180809,100,I,0,N,R,,9,FLD_NM,Dwarf-shrub lichen tundra,MT,,,,,,E,RU,Polar_Ural_18,217,Manyasej (Emglo,,,Y,GPS,10,68.448611,66.315306,176,0,-9,EL_PLN,,1.03,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,1,0,1,3,6,2,0,0,0,7,15,2,0,0,70,0,0,30,-9,-9,0,7,-9,frost boil
21507,34015b,20180809,100,I,0,N,R,,9,FLD_NM,Dwarf-shrub lichen tundra,MT,,,,,,E,RU,Polar_Ural_19,218,Manyasej (Emglo,,,Y,GPS,10,68.448611,66.315306,176,0,-9,EL_PLN,,1.03,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,25,0,25,5,18,9,0,0,0,50,40,0,0,0,0,0,0,100,-9,-9,10,10,-9,frost boil
21508,34016,20180809,100,I,0,N,R,,9,FLD_NM,Low-shrub (Betula nana) tundra,EK,,,,,,E,RU,Polar_Ural_20,219,Manyasej (Emglo,,,Y,GPS,10,68.447,66.315167,172,3,100,EL_PLN,,1.03,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,50,0,50,5,0,1,1,25,1,90,2,0,0,0,0,0,5,100,40,-9,40,25,3,
21509,34018,20180809,100,I,0,N,R,,12,FLD_NM,Subalpine meadow with Veratrum lobelianum,EK,,,,,,E,RU,Polar_Ural_21,220,Manyasej (Emglo,,,Y,GPS,10,68.443889,66.321389,185,5,160,RIPZN,,2.01,MST,NAT,2,LOM,-9,Y,Y,Y,1,1,0,0,0,0,5,1,20,15,45,0,90,1,0,0,0,1,0,10,100,20,-9,0,20,3,
21510,34019,20180809,100,I,0,N,R,,,FLD_NM,Low-shrub (Betula nana) tundra with sedges and green mosses,MT,,,,,,E,RU,Polar_Ural_22,221,Manyasej (Emglo,,,Y,GPS,10,68.444361,66.319472,192,3,320,BACK,,,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,40,0,40,7,9,35,10,10,3,95,10,0,0,0,0,0,0,100,-9,-9,20,25,-9,frost boil
21511,34020,20180809,100,I,0,N,R,,,FLD_NM,Chionophytic tundra with grasses and forbs,EK,,,,,,E,RU,Polar_Ural_23,222,Manyasej (Emglo,,,Y,GPS,10,68.442694,66.319333,190,25,10,BACK,,,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,0,0,0,1,20,17,15,15,1,70,2,0,0,0,25,0,2,75,10,-9,0,15,2,
21512,34022,20180809,100,I,0,N,R,,12,FLD_NM,Subalpine meadow,EK,,,,,,E,RU,Polar_Ural_24,223,Manyasej (Emglo,,,Y,GPS,10,68.439611,66.322417,209,10,270,RIPZN,,2.01,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,0,0,0,2,5,10,0,60,0,70,2,0,0,0,10,0,10,90,20,-9,0,20,2,
21513,34023,20180809,100,I,0,N,R,,12,FLD_NM,Chionophytic grassy tundra with mosses and forbs,MT,,,,,,E,RU,Polar_Ural_25,224,Manyasej (Emglo,,,Y,GPS,10,68.443167,66.320583,183,15,260,BACK,,2.01,MST,NAT,1,SND,-9,Y,Y,Y,1,1,0,0,0,0,0,0,24,0,39,0,30,15,0,0,0,0,0,0,100,-9,-9,0,15,-9,
21514,34024,20180809,100,I,0,N,R,,,FLD_NM,Chionophytic meadow at the bottom of a vernal pool,EK,,,,,,E,RU,Polar_Ural_26,225,Manyasej (Emglo,,,Y,GPS,10,68.440583,66.316056,200,3,70,RIPZN,,,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,0,0,0,1,0,12,10,25,1,90,5,0,0,0,5,0,5,95,20,-9,0,20,2,
21515,34026,20180809,100,I,0,N,R,,,FLD_NM,"Grassy tundra with Festuca ovina, Rubus arcticus and sparce Betula nana shrubs",EK,,,,,,E,RU,Polar_Ural_27,226,Manyasej (Emglo,,,Y,GPS,10,68.43675,66.325472,242,5,280,FOOT,,,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,0,0,0,7,15,25,20,20,0,90,5,0,0,0,5,0,15,95,20,-9,0,20,5,
21516,34027,20180809,100,I,0,N,R,,9,FLD_NM,Dwarf shrub (Dryas octopetala) tundra with mosses,MT,,,,,,E,RU,Polar_Ural_28,227,Manyasej (Emglo,,,Y,GPS,10,68.441083,66.31975,202,20,280,BACK,,1.03,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,0,0,0,27,17,10,0,18,2,60,30,2,0,0,0,0,0,100,-9,-9,0,10,-9,solifluction
21517,34028,20180809,100,I,0,N,R,,9,FLD_NM,"Dwarf shrub (Dryas octopetala, Vaccinium uliginosum) tundra",EK,,,,,,E,RU,Polar_Ural_29,228,Manyasej (Emglo,,,Y,GPS,10,68.435083,66.328806,269,4,230,FOOT,,1.03,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,0,0,0,50,30,20,20,10,0,90,5,0,0,0,2,0,5,98,15,-9,0,15,3,solifluction
21518,34029,20180809,100,I,0,N,R,,12,FLD_NM,Subalpine meadow dominated by Veratrum lobelianum,MT,,,,,,E,RU,Polar_Ural_30,229,Manyasej (Emglo,,,Y,GPS,10,68.442,66.319167,230,3,130,FOOT,,2.01,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,0,0,0,0,0,29,1,69,0,15,0,0,0,0,0,0,0,100,-9,-9,0,30,-9,
21519,34030,20180809,100,I,0,N,R,,,FLD_NM,"Dwarf shrub(Salix polaris) tundra with forbs and mosses (Sanionia uncinata, Dicranum elongatum)",MT,,,,,,E,RU,Polar_Ural_31,230,Manyasej (Emglo,,,Y,GPS,10,68.435389,66.327167,255,4,280,FOOT,,,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,2,0,2,0,13,10,0,21,0,60,15,0,0,0,0,0,0,100,-9,-9,10,10,-9,frost boil
21520,34031,20180809,100,I,0,N,R,,9,FLD_NM,"Dwarf shrub (Dryas octopetala) tundra with mosses, lichens and forbs",MT,,,,,,E,RU,Polar_Ural_32,231,Manyasej (Emglo,,,Y,GPS,10,68.435389,66.328583,277,10,230,FOOT,,1.03,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,2,0,2,6,53,10,0,2,0,22,20,2,0,0,10,0,0,90,-9,-9,20,10,-9,frost boil
21521,34033,20180809,100,I,0,N,R,,9,FLD_NM,Low-shrub (Betula nana) tundra with drarf-shrubs and green mosses,MT,,,,,,E,RU,Polar_Ural_33,232,Manyasej (Emglo,,,Y,GPS,10,68.4565,66.326694,190,0,-9,EL_PLN,,1.03,WET,NAT,1,ORG,-9,Y,Y,Y,1,1,0,30,0,30,13,14,25,6,13,3,70,25,0,0,0,0,0,0,100,-9,-9,20,15,-9,
21522,34034,20180810,100,I,0,N,R,,,FLD_NM,Willow thicket with grasses and forbs,EK,,,,,,E,RU,Polar_Ural_34,233,Manyasej (Emglo,,,Y,GPS,10,68.458417,66.305528,195,3,160,FOOT,,,WET,NAT,1,LOM,-9,Y,Y,Y,1,1,0,60,0,60,1,0,20,2,20,2,98,1,0,0,0,2,0,2,98,100,-9,100,40,3,frost boil
21523,34035,20180810,100,I,0,N,R,,,FLD_NM,Willow thicket with forbs and green mosses,MT,,,,,,E,RU,Polar_Ural_35,234,Manyasej (Emglo,,,Y,GPS,10,68.457667,66.307278,200,4,170,FOOT,,,MST,NAT,1,GRV,-9,Y,Y,Y,1,1,0,50,0,50,1,0,6,0,28,5,50,5,0,0,0,0,0,0,100,-9,-9,100,25,-9,
21524,34036,20180810,100,I,0,N,R,,,FLD_NM,Grassy tundra with Veratrum lobelianum and Rubus arcticus,EK,,,,,,E,RU,Polar_Ural_36,235,Manyasej (Emglo,,,Y,GPS,10,68.459556,66.304583,208,10,200,FOOT,,,MST,NAT,1,GRV,-9,Y,Y,Y,1,1,0,0,0,0,3,2,20,15,70,0,85,5,0,0,0,15,0,5,85,20,-9,0,20,3,
21525,34037,20180810,100,I,0,N,R,,,FLD_NM,Low-shrub (Betula nana) tundra with lichens and mosses on gravely soil,MT,,,,,,E,RU,Polar_Ural_37,236,Manyasej (Emglo,,,Y,GPS,10,68.459722,66.302194,210,4,180,FOOT,,,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,45,0,45,8,15,4,0,1,0,70,30,0,0,0,0,0,0,100,-9,-9,20,15,-9,frost boil
21526,34038,20180810,100,I,0,N,R,,,FLD_NM,Chionophytic tundra with grasses (Festuca ovina) and forbs,EK,,,,,,E,RU,Polar_Ural_38,237,Manyasej (Emglo,,,Y,GPS,10,68.461361,66.299306,223,3,220,FOOT,,,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,0,0,0,7,15,25,20,20,5,90,5,0,0,0,5,0,5,95,15,-9,0,15,3,frost boil
21527,34039,20180810,100,I,0,N,R,,,FLD_NM,Grassy tundra withn sparce Salix glauca shrubs,MT,,,,,,E,RU,Polar_Ural_39,238,Manyasej (Emglo,,,Y,GPS,10,68.461,66.298528,220,0,-9,EL_PLN,,,WET,NAT,2,LOM,-9,Y,Y,Y,1,1,0,18,0,18,4,11,22,0,43,3,60,20,0,0,0,10,0,0,90,-9,-9,30,15,-9,
21528,34041,20180810,100,I,0,N,R,,9,FLD_NM,Dwarf-shrub-lichen tundra,MT,,,,,,E,RU,Polar_Ural_40,239,Manyasej (Emglo,,,Y,GPS,10,68.455556,66.326167,162,20,80,BACK,,1.03,MST,NAT,1,SND,-9,Y,Y,Y,1,1,0,0,0,0,8,20,5,0,0,0,8,40,1,0,0,25,0,0,75,-9,-9,0,10,-9,
21529,34042,20180810,100,I,0,N,R,,5,FLD_NM,Sedge (Carex rariflora) dominated fen with Salix phylicifolia,EK,,,,,,E,RU,Polar_Ural_41,240,Manyasej (Emglo,,,Y,GPS,10,68.4565,66.326917,160,2,80,RIPZN,,5.06,MST,NAT,5,LOM,-9,Y,Y,Y,1,1,0,0,0,0,20,0,1,0,30,1,95,0,0,0,0,0,0,2,99,25,-9,0,25,7,
21530,34043,20180810,100,I,0,N,R,,,FLD_NM,,MT,,,,,,E,RU,Polar_Ural_42,241,Manyasej (Emglo,,,Y,GPS,10,68.456167,66.326778,159,25,0,BACK,,,MST,NAT,2,LOM,-9,Y,Y,Y,1,1,0,2,0,2,5,12,2,0,29,8,10,25,0,0,0,25,0,0,75,-9,-9,10,12,-9,solifluction
21531,34044,20180810,100,I,0,N,R,,,FLD_NM,"Low-shrub (Betula nana) with cloudberyy, sedges and Sphagnum mosses",EK,,,,,,E,RU,Polar_Ural_43,243,Manyasej (Emglo,,,Y,GPS,10,68.457667,66.322972,177,4,90,FOOT,,,MST,NAT,6,LOM,-9,Y,Y,Y,1,1,0,0,0,0,25,0,1,0,20,0,95,1,0,0,0,0,0,2,100,30,-9,0,30,5,
21532,34045,20180810,100,I,0,N,R,,,FLD_NM,Alpine meadow with grasses and forbs overgrowing with mosses,MT,,,,,,E,RU,Polar_Ural_44,242,Manyasej (Emglo,,,Y,GPS,10,68.458444,66.320472,199,2,0,FOOT,,,WET,NAT,3,LOM,-9,Y,Y,Y,1,1,0,2,0,2,0,6,18,0,33,0,12,15,0,0,0,0,0,0,100,-9,-9,10,10,-9,
21533,34046,20180810,100,I,0,N,R,,,FLD_NM,wet meadow with Deschampsia brevifolia,EK,,,,,,E,RU,Polar_Ural_45,244,Manyasej (Emglo,,,Y,GPS,10,68.458694,66.318722,202,4,90,SHLD,,,MST,NAT,2,LOM,-9,Y,Y,Y,1,1,0,0,0,0,2,5,17,15,40,0,80,0,0,0,0,10,0,30,90,25,-9,0,25,3,
21534,34049,20180810,100,I,0,N,R,,,FLD_NM,Lichen-moss (Polytrichum juniperinum) tundra with grasses and dwarf shrubs,MT,,,,,,E,RU,Polar_Ural_46,245,Manyasej (Emglo,,,Y,GPS,10,68.458306,66.317694,230,35,30,BACK,,,MST,NAT,1,GRV,-9,Y,Y,Y,1,1,0,1,0,1,2,1,12,0,1,0,30,20,0,0,0,40,0,0,60,-9,-9,20,10,-9,
21535,34050,20180810,100,I,0,N,R,,,FLD_NM,Chionophytic grassy tundra (Festuca ovina) with dwarf-shrubs and forbs,EK,,,,,,E,RU,Polar_Ural_47,246,Manyasej (Emglo,,,Y,GPS,10,68.46325,66.295694,266,4,45,FOOT,,,AQU,NAT,10,LOM,-9,Y,Y,Y,1,1,0,0,0,0,12,5,25,15,40,1,80,7,0,0,0,0,0,30,100,20,-9,0,20,3,
21536,34051,20180811,100,I,0,N,R,,,FLD_NM,Grassy chionophytic tundra with dwarf-shrubs and mosses,MT,,,,,,E,RU,Polar_Ural_48,247,Manyasej (Emglo,,,Y,GPS,10,68.463861,66.292556,267,4,45,FOOT,,,AQU,NAT,10,LOM,-9,Y,Y,Y,1,1,0,0,0,0,0,2,27,1,28,0,50,25,0,0,0,15,0,0,100,-9,-9,0,10,-9,
21537,34052,20180811,100,I,0,N,R,,12,FLD_NM,Subalpine meadow dominated by Veratrum lobelianum,EK,,,,,,E,RU,Polar_Ural_49,248,Manyasej (Emglo,,,Y,GPS,10,68.455,66.321222,176,2,135,EL_PLN,,2.01,AQU,NAT,10,LOM,-9,Y,Y,Y,1,1,0,0,0,0,0,0,30,20,30,1,60,2,0,0,1,5,0,5,95,20,-9,0,20,3,
21538,34053,20180811,100,I,0,N,R,,,FLD_NM,Lichen-moss (Polytrichum juniperinum) tundra,MT,,,,,,E,RU,Polar_Ural_50,249,Manyasej (Emglo,,,Y,GPS,10,68.464806,66.291222,186,2,180,EL_PLN,,,AQU,NAT,10,LOM,-9,Y,Y,Y,1,1,0,1,0,1,2,3,7,0,14,3,30,60,1,0,0,0,0,0,100,-9,-9,10,10,-9,
21539,34054,20180811,100,I,0,N,R,,,FLD_NM,Dwarf-shrub (Salix polaris) tundra with Polytrichum juniperinum,EK,,,,,,E,RU,Polar_Ural_51,250,Manyasej (Emglo,,,Y,GE,100,68.465333,66.288667,200,5,30,BACK,,,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,0,0,0,1,30,12,10,10,5,80,5,1,0,0,5,0,2,90,10,-9,0,10,2,frost boil
21540,34055,20180811,100,I,0,N,R,,,FLD_NM,Lichen-moss (Polytrichum juniperinum) tundra with grasses,MT,,,,,,E,RU,Polar_Ural_52,251,Manyasej (Emglo,,,Y,GPS,10,68.465333,66.288667,231,15,180,BACK,,,,NAT,-9,SND,-9,Y,Y,Y,1,1,0,1,0,1,2,2,24,0,14,0,50,25,0,0,0,0,0,0,100,-9,-9,10,10,-9,
21541,34056,20180811,100,I,0,N,R,,,FLD_NM,"Dwarf shrub (Dryas octopetala, Salix [polaris) tundra with grasses and mosses",EK,,,,,,E,RU,Polar_Ural_53,252,Manyasej (Emglo,,,Y,GE,100,68.465333,66.288667,230,5,40,BACK,,,MST,NAT,1,LOM,-9,Y,Y,Y,1,1,0,0,0,0,5,25,20,15,7,0,80,5,0,0,1,2,0,10,95,10,-9,0,15,3,frost boil
21542,34057,20180811,100,I,0,N,R,,,FLD_NM,Dwarf shrub (Salix [polaris) tundra with forbs and green mosses,MT,,,,,,E,RU,Polar_Ural_54,253,Manyasej (Emglo,,,Y,GPS,10,68.465944,66.286611,243,6,360,BACK,,,,NAT,-9,LOM,-9,Y,Y,Y,1,1,0,7,0,7,0,10,33,7,36,0,30,10,0,0,0,0,0,0,100,-9,-9,20,15,-9,
21543,34058,20180811,100,I,0,N,R,,,FLD_NM,Dwarf shrub (Salix [polaris) tundra with forbs and green mosses,MT,,,,,,E,RU,Polar_Ural_55,254,Manyasej (Emglo,,,Y,GPS,10,68.465389,66.280833,283,10,315,BACK,,,,NAT,-9,LOM,-9,Y,Y,Y,1,1,0,0,0,0,0,16,8,0,30,2,35,30,0,0,0,0,0,0,100,-9,-9,0,10,-9,
21544,34059,20180811,100,I,0,N,R,,,FLD_NM,Dwarf shrub (Salix [polaris) tundra with forbs and green mosses,MT,,,,,,E,RU,Polar_Ural_56,255,Manyasej (Emglo,,,Y,GPS,10,68.465694,66.277167,293,0,-9,EL_PLN,,,,NAT,-9,LOM,-9,Y,Y,Y,1,1,0,0,0,0,3,40,17,0,14,0,45,40,0,0,0,0,0,0,100,-9,-9,0,10,-9,
21545,34060,20180811,100,I,0,N,R,,,FLD_NM,Grassy (Deschampsia brevifolia) tundra with green mosses,MT,,,,,,E,RU,Polar_Ural_57,256,Manyasej (Emglo,,,Y,GPS,10,68.465389,66.273028,315,8,315,BACK,,,,NAT,-9,LOM,-9,Y,Y,Y,1,1,0,0,0,0,0,4,20,10,9,0,65,15,0,0,0,0,0,0,100,-9,-9,0,12,-9,
