RELEVE_NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDEWGS84'(DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,6010,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6011,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,AQU,,,ORG,,Y,N,Y,1,3,0,2,0,2,0,,,,,,40,0,,,,,,,,,0,20,,,
,6012,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,20,0,20,6,,,,,,75,0,,,,,,,,,0,20,,,
,6013,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,2,0,2,0,,,,,,10,0,,,,,,,,,0,15,,,
,6014,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,WET,,,ORG,,Y,N,Y,1,3,0,30,0,30,7,,,,,,60,3,,,,,,,,,0,35,,,
,6015,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,3,0,3,0,,,,,,30,0,,,,,,,,,0,20,,,
,6016,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,20,0,20,10,,,,,,70,2,,,,,,,,,0,30,,,
,6017,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,AQU,,,ORG,,Y,N,Y,1,3,0,2,0,2,0,,,,,,35,0,,,,,,,,,0,15,,,
,6018,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6019,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,LAKE,,,,,,ORG,,Y,N,Y,1,3,0,5,0,5,2,,,,,,30,0,,,,,,,,,0,30,,,
,6020,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6021,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,5,0,5,4,,,,,,30,0,,,,,,,,,0,20,,,
,6022,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6023,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,5,0,5,2,,,,,,15,0,,,,,,,,,0,15,,,
,6024,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6025,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,5,0,5,3,,,,,,15,0,,,,,,,,,0,20,,,
,6026,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6027,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,,,,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6028,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,2,0,2,4,,,,,,30,0,,,,,,,,,0,15,,,
,6029,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6030,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,,,,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6031,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,15,0,15,6,,,,,,85,1,,,,,,,,,0,25,,,
,6032,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,4,0,4,3,,,,,,25,0,,,,,,,,,0,20,,,
,6033,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,4,0,4,5,,,,,,70,0,,,,,,,,,0,30,,,
,6034,2013.07.14,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,N,,,,,,0,-1,,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6035,2013.07.15,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.6516,147.8804,5,7-10*,90,EL_PLN,,,,,,ORG,,Y,N,Y,1,3,0,10,0,10,15,,,,,,50,35,,,,,,,,,0,15,,,
,6036,2013.07.15,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.6544,147.8805,7,10-8-12*,90,BACK,,,,,,LOM,,Y,N,Y,1,3,0,35,0,35,15,,,,,,75,10,,,,,,,,,0,100-200,,,
,6037,2013.07.15,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.6564,147.8749,35,10,90,EL_PLN,,,,,,ORG,,Y,N,Y,1,3,0,15,0,15,30,,,,,,25,70,,,,,,,,,0,15,,,
,6038,2013.07.15,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.6592,147.8667,31,3-5*,45,EL_PLN,,,,,,ORG,,Y,N,Y,1,3,0,20,0,20,10,,,,,,30,50,,,,,,,,,0,25,,,
,6039,2013.07.15,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.6655,147.8628,33,7-10*,360,BACK,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6040,2013.07.15,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.6679,147.8666,27,5-8*,225,BACK,,,,,,LOM,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6041,2013.07.16,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.64102778,147.8282778,34,0,-1,EL_PLN,,,,,,ORG,,Y,N,Y,1,3,0,15,0,15,15,,,,,,40,75,,,,,,,,,0,20,,,
,6042,2013.07.16,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.64666667,147.8181389,30,10-15*,90,BACK,,,,,,LOM,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6043,2013.07.16,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.64658333,147.8148611,16,0,-1,LW_PLN,,,,,,LOM,,Y,N,Y,1,3,0,15,0,15,10,,,,,,20,65,,,,,,,,,0,30,,,
,6044,2013.07.16,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.64761111,147.8168056,16,7-5-2*,45,FOOT,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,100,,,,,,,,,,0,,,,
,6045,2013.07.16,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.64861111,147.8185,19,5-3-2-1*,180,FOOT,,,WET,,,ORG,,Y,N,Y,1,3,0,10,0,10,0,,,,,,70,5,,,,,,,,,0,25,,,
,6046,2013.07.16,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.63691667,147.7715,19,8-12*,315,BACK,,,,,,LOM,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6047,2013.07.16,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,70.63558333,147.7725556,12,10-15*,135,BACK,,,,,,ORG,,Y,N,Y,1,3,0,45,0,45,10,,,,,,60,15,,,,,,,,,0,110,,,
,6048,2013.07.18,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.13958333,149.2860833,21,1,-1,EL_PLN,,,,,,ORG,,Y,N,Y,1,3,0,10,0,10,20,,,,,,30,45,,,,,,,,,0,10,,,
,6049,2013.07.18,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.14047222,149.2871111,19,3-5*,135,EL_PLN,,,MOIST,,,ORG,,Y,N,Y,1,3,0,20,0,20,5,,,,,,60,20,,,,,,,,,0,10,,,
,6050,2013.07.18,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.14205556,149.2883333,22,1,-1,EL_PLN,,,,,,ORG,,Y,N,Y,1,3,0,35,0,35,5,,,,,,60,30,,,,,,,,,0,25,,,
,6051,2013.07.18,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.14677778,149.2895833,19,0,-1,LW_PLN,,,WET,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6052,2013.07.18,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.14883333,149.2904444,23,,-2,LW_PLN,,,,,,ORG,,Y,N,Y,1,3,0,20,0,20,0,,,,,,50,45,,,,,,,,,0,19,,,
,6053,2013.07.19,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.14733333,149.3326944,9,7-10*,360,SHLD,,,,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,20,,,
,6054,2013.07.19,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.14844444,149.33025,6,5-6*,,FOOT,,,,,,LOM,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6055,2013.07.19,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.14969444,149.3250278,12,5-8*,45,BACK,,,,,,LOM,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6056,2013.07.19,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.15161111,149.3203611,12,5-8*,,BACK,,,,,,LOM,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6057,2013.07.19,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.15305556,149.3163333,9,5-3-1-*,90,FOOT,,,,,,ORG,,Y,N,Y,1,3,0,5,0,5,15,,,,,,75,10,,,,,,,,,0,20,,,
,6058,2013.07.19,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.15355556,149.3146944,9,1-2-3-*,,FOOT,,,WET,,,ORG,,Y,N,Y,1,3,0,5,0,5,10,,,,,,70,5,,,,,,,,,0,15,,,
,6059,2013.07.19,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.15577778,149.30375,20,3-5*,90,EL_PLN,,,,,,LOM,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6060,2013.07.20,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.13102778,149.2634167,8,9-7-5*,135,BACK,,,,,,ORG,,Y,N,Y,1,3,0,10,0,10,5,,,,,,70,5,,,,,,,,,0,30,,,
,6061,2013.07.20,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.12975,149.2601667,9,,135,BACK,,,,,,ORG,,Y,N,Y,1,3,0,15,0,15,5,,,,,,70,5,,,,,,,,,0,20,,,
,6062,2013.07.20,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.13002778,149.2467222,17,,135,BACK,,,MST,,,ORG,,Y,N,Y,1,3,0,35,0,35,0,,,,,,75,20,,,,,,,,,0,30,,,
,6063,2013.07.20,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.16658333,149.1234444,33,2-3-5*,135,EL_PLN,,,,,,LOM,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6064,2013.07.20,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.16825,149.1173333,32,1-2*,135,EL_PLN,,,,,,LOM,,Y,N,Y,1,3,0,5,0,5,25,,,,,,35,40,,,,,,,,,0,10,,,
,6065,2013.07.20,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.16780556,149.1080556,36,2-3*,180,EL_PLN,,,,,,LOM,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6066,2013.07.20,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.16430556,149.1081389,37,2-4*,180,EL_PLN,,,,,,LOM,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
,6067,2013.07.21,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.13152778,149.2316944,7,0,-1,RIP_ZN,,,,,,CLY,,Y,N,Y,1,3,0,15,0,15,10,,,,,,75,10,,,,,,,,,0,15,,,
,6068,2013.07.21,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.13277778,149.2320278,6,0,-1,RIP_ZN,,,,,,CLY,,Y,N,Y,1,3,0,15,0,15,5,,,,,,80,15,,,,,,,,,0,20,,,
,6069,2013.07.21,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.13458333,149.2231667,3,0,-1,RIP_ZN,,,,,,CLY,,Y,N,Y,1,3,0,10,0,10,5,,,,,,80,35,,,,,,,,,0,25,,,
,6070,2013.07.21,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.13766667,149.2272222,4,0,-1,RIP_ZN,,,,,,ORG,,Y,N,Y,1,3,0,10,0,10,5,,,,,,85,15,,,,,,,,,0,15,,,
,6071,2013.07.21,100,,0,N,R,,,,,Mikhail Telyatnikov and Elena Troeva,,,,,,,RU,Indigirka,"Chokurdah, Sakha",,,,Y,GPS,5,71.14258333,149.2451944,4,2-3*,135,FOOT,,,WET,,,ORG,,Y,N,Y,1,3,0,,0,,,,,,,,,,,,,,,,,,0,,,,
