RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,G1-15a,20170709,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22227778,79.27286111,9,3,180,FOOT,,,MOIST,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,25,0,,,,,,,0,,0,,40,,
,G1-18,20170709,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22391667,79.27566667,31,8,180,BACK,,,N,NAT,7,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,60,10,,,,,,,100,,0,,15,,
,G1-20,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22494444,79.27711111,31,5,360,BACK,,,N,NAT,10,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,80,12,,,,,,,100,,0,,10,,
,G1-21,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22563889,79.27677778,22,5,360,BACK,,,N,NAT,17,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,55,10,,,,,,,100,,0,,15,,
,G1-23,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22622222,79.27630556,22,5,315,BACK,,,WET,NAT,3,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,65,3,,,,,,,100,,0,,20,,
,G1-24,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22644444,79.27613889,20,5,290,BACK,,,WET,NAT,3,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,45,5,,,,,,,100,,0,,15,,
,G1-26,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22725,79.27541667,22,7,270,BACK,,,WET,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,55,5,,,,,,,100,,0,,10,,
,G1-28,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22811111,79.27466667,21,5,360,BACK,,,N,NAT,6,,,Y,Y,Y,1,1,0,,,,,,,,,,80,5,,,,,,,100,,0,,10,,
,G1-30,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22966667,79.27341667,20,5,270,BACK,,,N,NAT,3,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,50,12,,,,,,,100,,0,,15,,
,G1-32,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23047222,79.27286111,23,0,FLT,EL_PLN,,,MOIST,NAT,5,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,85,8,,,,,,,100,,0,,10,,
,G1-33,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23088889,79.27261111,36,0,FLT,EL_PLN,,,N,NAT,3,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,25,7,,,,,,,100,,0,,25,,
,G1-35,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23158333,79.27222222,22,10,45,BACK,,,N,NAT,6,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,40,6,,,,,,,100,,0,,10,,
,G1-37,20170710,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23225,79.27172222,18,0,FLT,EL_PLN,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,25,12,,,,,,,80,,0,0,10,,
,G1-39,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23288889,79.27138889,11,20,360,BACK,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,15,20,,,,,,,100,,0,0,25,,
,G1-41,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23311111,79.27219444,15,17,315,BACK,,,N,NAT,12,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,20,15,,,,,,,0,,0,0,25,,
,G1-43,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23316667,79.27263889,14,15,315,BACK,,,N,NAT,5,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,30,7,,,,,,,0,,0,,15,,
,G1-45,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23341667,79.27313889,12,16,315,BACK,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,30,12,,,,,,,0,,0,,15,,
,G1-46,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23377778,79.27291667,5,5,315,LW_PLN,,,WET,NAT,8,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,40,1,,,,,,,100,,0,,35,,
,G1-48,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23430556,79.27130556,1,0,FLT,LW_PLN,,,N,NAT,2,SND,,Y,Y,Y,1,1,0,,,,,,,,,,90,7,,,,,,,100,,0,,25,,
,G1-50,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23380556,79.26791667,2,0,FLT,LW_PLN,,,WET,NAT,5,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,0,0,,,,,,,0,,0,,15,,
,G1-52,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23386111,79.26611111,2,0,FLT,LW_PLN,,,WET,NAT,2,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,100,5,,,,,,,100,,0,,15,,
,G1-55,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23386111,79.26455556,1,0,FLT,LW_PLN,,,WET,NAT,1,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,50,0,,,,,,,0,,0,,20,,
,G1-56,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23388889,79.26433333,2,0,FLT,LW_PLN,,,WET,NAT,2,SND,,Y,Y,Y,1,1,0,,,,,,,,,,100,2,,,,,,,0,,0,,15,,
,G1-57,20170712,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23361111,79.26488889,2,0,FLT,LW_PLN,,,WET,NAT,5,SND,,Y,Y,Y,1,1,0,,,,,,,,,,100,3,,,,,,,100,,0,,20,,
,G1-58,20170713,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21472222,79.28255556,6,5,360,LW_PLN,,,N,NAT,2,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,75,15,,,,,,,100,,0,,20,,
,G1-60,20170713,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21597222,79.28555556,11,10,90,BACK,,,N,NAT,6,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,35,15,,,,,,,100,,0,,15,,
,G1-62,20170713,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21588889,79.28672222,16,8,55,BACK,,,N,NAT,4,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,5,10,,,,,,,0,,0,,12,,
,G1-64,20170713,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21583333,79.28847222,15,0,FLT,LW_PLN,,,MOIST,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,45,10,,,,,,,100,,0,,15,,
,G1-66,20170713,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21575,79.28963889,    ,7,360,FOOT,,,N,NAT,3,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,80,7,,,,,,,100,,0,,20,,
,G1-68,20170713,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21572222,79.29052778,13,0,FLT,LW_PLN,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,100,5,,,,,,,100,,0,,15,,
,G1-69,20170713,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.2148333,79.28930556,16,0,FLT,EL_PLN,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,12,15,,,,,,,0,,0,,15,,
,G1-72,20170713,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21172222,79.29252778,13,30,180,BACK,,,N,NAT,20,SND,,Y,Y,Y,1,1,0,,,,,,,,,,3,0,,,,,,,90,,0,0,20,,
,G1-73,20170713,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21233333,79.29363889,20,5,90,EL_PLN,,,N,NAT,1,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,50,7,,,,,,,100,,0,0,12,,
,G1-74,20170714,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21169444,79.2955,18,0,FLT,EL_PLN,,,N,NAT,4,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,50,18,,,,,,,100,,0,,0,,
,G1-76,20170714,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21102778,79.29758333,18,6,90,BACK,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,10,20,,,,,,,70,,0,,10,,
,G1-79,20170714,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.2100000,79.29922222,12,20,180,BACK,,,N,NAT,0,LOM,,Y,Y,Y,1,1,0,,,,,,,,,,12,15,,,,,,,75,,0,0,15,,
,G1-80,20170714,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20991667,79.29925,9,3,180,FOOT,,,N,NAT,1,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,80,5,,,,,,,100,,0,,15,,
,G1-82,20170714,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20922222,79.29880556,    ,17,315,BACK,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,80,15,,,,,,,100,,0,,15,,
,G1-84,20170714,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20891667,79.2995,    ,5,315,CRST,,,N,NAT,2.5,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,20,12,,,,,,,70,,0,,25,,
,G1-86,20170714,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20816667,79.30269444,13,5,315,EL_PLN,,,N,NAT,10,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,50,20,,,,,,,100,,0,,10,,
,G1-88,20170714,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20702778,79.30622222,14,12,135,BACK,,,N,NAT,12,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,17,22,,,,,,,80,,0,,15,,
,G1-90,20170714,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20575,79.30686111,20,5,315,FOOT,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,90,7,,,,,,,100,,0,,25,,
,G1-92,20170714,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20511111,79.30805556,    ,25,180,BACK,,,N,NAT,15,LOM,,Y,Y,Y,1,1,0,,,,,,,,,,10,10,,,,,,,45,,0,0,20,,
,G1-94,20170715,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20472222,79.30563889,7,7,225,LW_PLN,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,65,7,,,,,,,100,,0,,20,,
,G1-95,20170715,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20436111,79.30216667,5,5,225,LW_PLN,,,WET,NAT,20,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,80,1,,,,,,,100,,0,,15,,
,G1-97,20170715,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20369444,79.29811111,1,0,FLT,LAKE,,,AQU,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,0,0,,,,,,,30,,0,0,20,,
,G1-99,20170715,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20333333,79.30638889,13,35,270,BACK,,,N,NAT,20,,,Y,Y,Y,1,1,0,,,,,,,,,,70,7,,,,,,,100,,0,,10,,
,G1-101,20170715,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20325,79.30677778,14,0,FLT,EL_PLN,,,N,NAT,5,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,65,15,,,,,,,100,,0,,12,,
,G1-103,20170715,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20147222,79.31716667,16,5,22,SHLD,,,N,NAT,0,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,85,3,,,,,,,100,,0,,10,,
,G1-105,20170715,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20347222,79.32561111,16,35,180,BACK,,,N,NAT,5,LOM,,Y,Y,Y,1,1,0,,,,,,,,,,30,15,,,,,,,80,,0,,10,,
,G1-107,20170715,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20394444,79.32294444,15,8,360,EL_PLN,,,WET,NAT,5,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,6,5,,,,,,,100,,0,,17,,
,G1-109,20170715,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20541667,79.32263889,13,5,360,LW_PLN,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,25,5,,,,,,,100,,0,,17,,
,G1-111,20170716,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20230556,79.30244444,10,0,FLT,LW_PLN,,,WET,NAT,20,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,80,5,,,,,,,100,,0,,25,,
,G1-111a,20170716,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20230556,79.30244444,10,0,FLT,LW_PLN,,,WET,NAT,20,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,60,0,,,,,,,100,,0,,25,,
,G1-113,20170716,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20136111,79.30644444,15,5,250,FOOT,,,MOIST,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,50,10,,,,,,,100,,0,,20,,
,G1-115,20170716,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19830556,79.31041667,12,6,270,BACK,,,MOIST,NAT,10,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,45,2,,,,,,,100,,0,0,20,,
,G1-118,20170716,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19622222,79.32194444,12,6,290,EL_PLN,,,N,NAT,15,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,100,2,,,,,,,100,,0,0,15,,
,G1-119,20170716,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19516667,79.32391667,46,0,FLT,EL_PLN,,,N,NAT,>20,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,80,5,,,,,,,100,,0,,25,,
,G1-121,20170716,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19708333,79.32875,16,35,270,BACK,,,N,NAT,2,CLY,,Y,Y,Y,1,1,0,,,,,,,,,,70,0,,,,,,,100,,0,,12,,
,G1-124,20170716,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19780556,79.32841667,16,28,90,BACK,,,N,NAT,1.5,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,40,5,,,,,,,100,,0,0,12,,
,G1-126,20170716,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19847222,79.3305,14,15,110,BACK,,,N,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,35,5,,,,,,,100,,0,,15,,
,G1-127,20170717,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21994444,79.28286111,19,9,200,BACK,,,N,NAT,17,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,45,7,,,,,,,100,,0,,17,,
,G1-129,20170717,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22136111,79.28691667,23,7,180,EL_PLN,,,N,NAT,17,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,75,10,,,,,,,100,,0,,12,,
,G1-131,20170717,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22213889,79.29055556,19,10,360,BACK,,,N,NAT,17,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,50,5,,,,,,,100,,0,,12,,
