RELEVE_NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDEWGS84'(DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,98--13,25.06.2013,100,,B/BBDS,,,R,,B-B,Diantho superbi–Festucetum ovinae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Tolsty island,,,Y,GPS,5,66.40571667,36.56818333,,,,,,,,,,,,Y,,Y,1,1,0,2,0,2,,,,,,,1,0,,,,,,,75,,,,,,75
,94--13,25.06.2013,100,,B/BBDS,,,R,,B-B,Diantho superbi–Festucetum ovinae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.40563333,36.56125,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,70,,,,,,70
,97--13,25.06.2013,100,,B/BBDS,,,R,,B-B,Diantho superbi–Festucetum ovinae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Tolsty island,,,Y,GPS,5,66.40566667,36.56805,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,30,,,,,,30
,203--15,17.10.2015,30,,B/BBDS,,,R,,B-B,Diantho superbi–Festucetum ovinae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.40486667,36.56123333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0.05,0,,,,,,,80,,,,,,80
,87--13,25.06.2013,140,,B/BBDS,,,R,,B-B,Diantho superbi–Festucetum ovinae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.40086667,36.5677,,,,,,,,,,,,Y,,Y,1,1,0,1,0,1,,,,,,,1,0,,,,,,,100,,,,,,100
,91--13,25.06.2013,100,,B/BBDS,,,R,,B-B,Diantho superbi–Festucetum ovinae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.4037,36.56311667,,,,,,,,,,,,Y,,Y,1,1,0,1,0,1,,,,,,,1,0.05,,,,,,,75,,,,,,75
,121--13,27.06.2013,100,,B/BBDS,,,R,,B-B,Diantho superbi–Festucetum ovinae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Sigovets island,,,Y,GPS,5,66.32506667,36.74191667,,,,,,,,,,,,Y,,Y,1,1,0,1,0,1,,,,,,,0.05,0,,,,,,,100,,,,,,100
,137A--13,28.06.2013,100,,B/BBDS,,,R,,B-B,Diantho superbi–Festucetum ovinae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Vichannoi Kuryi island,,,Y,GPS,5,66.31321667,36.78596667,,,,,,,,,,,,Y,,Y,1,1,0,1,0,1,,,,,,,0.05,0,,,,,,,85,,,,,,85
,137B--13,28.06.2013,100,,B/BBDS,,,R,,B-B,Diantho superbi–Festucetum ovinae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Vichannoi Kuryi island,,,Y,GPS,5,66.31321667,36.78596667,,,,,,,,,,,,Y,,Y,1,1,0,2,0,2,,,,,,,0.05,0,,,,,,,85,,,,,,85
,129--13,27.06.2013,32,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Sigovets island,,,Y,GPS,5,66.32488333,36.73668333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,50,,,,,,50
,150--13,29.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Kitsa river,,,Y,GPS,5,66.30578333,36.8783,,,,,,,,,,,,Y,,Y,1,1,0,0.05,0,0.05,,,,,,,0,0,,,,,,,100,,,,,,100
,111--13,26.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.3768,36.65988333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,95,,,,,,95
,113--13,26.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.37693333,36.65966667,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,126--13,27.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Sigovets island,,,Y,GPS,5,66.32493333,36.74121667,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,107--13,26.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.3755,36.66616667,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,70,,,,,,70
,108--13,26.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.37573333,36.66488333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,109--13,26.06.2013,20,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.37585,36.66368333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,110--13,26.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.37585,36.66368333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,124--13,27.06.2013,30,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Sigovets island,,,Y,GPS,5,66.32478333,36.7418,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,130--13,27.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Sigovets island,,,Y,GPS,5,66.3248,36.73306667,,,,,,,,,,,,Y,,Y,1,1,0,0.05,0,0.05,,,,,,,0,0,,,,,,,100,,,,,,100
,105--13,25.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.3758,36.6674,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,123--13,27.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Sigovets island,,,Y,GPS,5,66.32483333,36.74183333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,154--13,29.06.2013,70,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Kitsa river,,,Y,GPS,5,66.30863333,36.87698333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,95,,,,,,95
,134--13,28.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Vichannoi Kuryi island,,,Y,GPS,5,66.31665,36.77605,,,,,,,,,,,,Y,,Y,1,1,0,5,0,5,,,,,,,0,0,,,,,,,100,,,,,,100
,135--13,28.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Vichannoi Kuryi island,,,Y,GPS,5,66.31576667,36.77835,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,136--13,28.06.2013,100,,B/BBDS,,,R,,B-B,Anthoxantho alpini–Geranietum sylvatici,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Vichannoi Kuryi island,,,Y,GPS,5,66.31495,36.78186667,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,207--15,18.10.2015,100,,B/BBDS,,,R,,B-B,Filipendulo ulmariae–Deschampsietum cespitosae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Tolsty island,,,Y,GPS,5,66.40526667,36.57715,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,90,,,,,,90
,88--13,25.06.2013,100,,B/BBDS,,,R,,B-B,Filipendulo ulmariae–Deschampsietum cespitosae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.40078333,36.5675,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0.05,,,,,,,100,,,,,,100
,115--13,27.06.2013,100,,B/BBDS,,,R,,B-B,Filipendulo ulmariae–Deschampsietum cespitosae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,vilage Varzuga,,,Y,GPS,5,66.38475,36.59021667,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,85,,,,,,85
,90--13,25.06.2013,70,,B/BBDS,,,R,,B-B,Filipendulo ulmariae–Deschampsietum cespitosae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,right bank of Varzuga river,,,Y,GPS,5,66.4014,36.56606667,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,85,,,,,,85
,101--13,25.06.2013,100,,B/BBDS,,,R,,B-B,Filipendulo ulmariae–Deschampsietum cespitosae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,left bank of Varzuga river,,,Y,GPS,5,66.40598333,36.5706,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,167--13,30.06.2013,100,,B/BBDS,,,R,,B-B,Filipendulo ulmariae–Deschampsietum cespitosae,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Lovetskie islands,,,Y,GPS,5,66.29475,36.87088333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0.05,0,,,,,,,100,,,,,,100
,164--13,30.06.2013 ,4,,B/BBDS,,,R,,B-B,Festuca rubra–Ligusticum scothicum,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Lovetskie islands,,,Y,GPS,5,66.2945,36.87138333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,163--13,30.06.2013 ,4,,B/BBDS,,,R,,B-B,Festuca rubra–Ligusticum scothicum,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Lovetskie islands,,,Y,GPS,5,66.29446667,36.87143333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,165--13,30.06.2013 ,4,,B/BBDS,,,R,,B-B,Festuca rubra–Ligusticum scothicum,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Lovetskie islands,,,Y,GPS,5,66.29443333,36.87093333,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0,0,,,,,,,100,,,,,,100
,166--13,30.06.2013 ,4,,B/BBDS,,,R,,B-B,Festuca rubra–Ligusticum scothicum,Natalia Koroleva & Ekaterina Kopeina,,,,,,,RU,,Kola peninsula,Lovetskie islands,,,Y,GPS,5,66.29448333,36.87095,,,,,,,,,,,,Y,,Y,1,1,0,0,0,0,,,,,,,0.05,0,,,,,,,100,,,,,,100
