RELEVE_NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDEWGS84'(DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
ND_RV_10,20010,20070808,1,S,BB,N,R,,,,,Donald Walker,,,,,,FT,RU,EAT,012,Nadym,,,Y,GPS,,65.31445,72.86171667,21,0,-1,EL_PLN/LW_PLN,6,,MST,NAT,40,LOM,999,Y,Y,Y,1,1,0,0,0,0,0,0,8,0,1,0,0.01,100,0,0,0,0,0,0.1,,,0,10,15,0,"Eurasia Arctic Transect, plot environmental data."
ND_RV_11,20011,20070808,1,S,BB,N,R,,,,,Donald Walker,,,,,,FT,RU,EAT,012,Nadym,,,Y,GPS,,65.31478333,72.86308333,21,0,-1,EL_PLN/LW_PLN,6,,MST,NAT,2,LOM,3.66,Y,Y,Y,1,1,0,0,0,0,0.1,5,5,0,0,0,0.1,100,0,0,0,0,0,0.1,,,0,10,15,0,"Eurasia Arctic Transect, plot environmental data."
ND_RV_12,20012,20070808,1,S,BB,N,R,,,,,Donald Walker,,,,,,FT,RU,EAT,012,Nadym,,,Y,GPS,,65.31375,72.86228333,22,0,-1,EL_PLN/LW_PLN,6,,AQU,NAT,40,ORG,999,Y,Y,Y,1,1,0,0,0,0,0,0,65,0,0.02,0,90,0,0,0,0,0,0,0,,,0,0,25,0,"Eurasia Arctic Transect, plot environmental data."
ND_RV_13,20013,20070808,1,S,BB,N,R,,,,,Donald Walker,,,,,,FT,RU,EAT,012,Nadym,,,Y,GPS,,65.31373333,72.86338333,16,0,-1,EL_PLN/LW_PLN,6,,AQU,NAT,40,ORG,999,Y,Y,Y,1,1,0,0,0,0,0,0,50,0,0.01,0,100,0,0,0,0,0,0,0,,,0,0,25,0,"Eurasia Arctic Transect, plot environmental data."
ND_RV_14,20014,20070808,1,S,BB,N,R,,,,,Donald Walker,,,,,,FT,RU,EAT,012,Nadym,,,Y,GPS,,65.3138,72.86385,23,0,-1,EL_PLN/LW_PLN,6,,AQU,NAT,40,ORG,999,Y,Y,Y,1,1,0,0,0,0,0.01,0,50,0,0.1,0,100,0,0,0,0,0,0,0,,,0,0,25,0,"Eurasia Arctic Transect, plot environmental data."
LA_RV_15,20015,20070815,25,S,BB,N,R,,,,,Donald Walker,,,,,,E,RU,EAT,013,Laborovaya,,,Y,GPS,,67.70661667,67.9991,79,0,-1,EL_PLN/LW_PLN,4,,MST/WET,DIS,5,LOM,4.3,Y,Y,Y,1,1,0,0,0,0,30,15,45,25,0.1,0,53,2,1,0,0,0,0,60,,,0,30,10,5,"Eurasia Arctic Transect, plot environmental data."
LA_RV_16,20016,20070815,25,S,BB,N,R,,,,,Donald Walker,,,,,,E,RU,EAT,013,Laborovaya,,,Y,GPS,,67.70645,67.9995,79,0,-1,EL_PLN/LW_PLN,4,,MST/WET,DIS,10,LOM,4.36,Y,Y,Y,1,1,0,0,0,0,50,7,25,0.1,0.1,0,49,2,1,0,0,0,0,20,,,0,20,35,2,"Eurasia Arctic Transect, plot environmental data."
LA_RV_17,20017,20070815,25,S,BB,N,R,,,,,Donald Walker,,,,,,E,RU,EAT,013,Laborovaya,,,Y,GPS,,67.7066,67.99951667,79,0,-1,EL_PLN/LW_PLN,4,,MST/WET,DIS,6,LOM,4.83,Y,Y,Y,1,1,0,0,0,0,50,15,22,2,0.1,0,37,2,1,0,0,0,0,40,,,0,15,25,2,"Eurasia Arctic Transect, plot environmental data."
LA_RV_18,20018,20070815,25,S,BB,N,R,,,,,Donald Walker,,,,,,E,RU,EAT,013,Laborovaya,,,Y,GPS,,67.70676667,67.99948333,77,0,-1,EL_PLN/LW_PLN,4,,MST/WET,DIS,4,LOM,4.65,Y,Y,Y,1,1,0,0,0,0,55,5,20,0.1,0.1,0,32,2,1,0,0,0,0,40,,,0,30,35,2,"Eurasia Arctic Transect, plot environmental data."
LA_RV_19,20019,20070815,25,S,BB,N,R,,,,,Donald Walker,,,,,,E,RU,EAT,013,Laborovaya,,,Y,GPS,,67.70661667,67.99991667,78,0,-1,EL_PLN/LW_PLN,4,,MST/WET,DIS,3,LOM,5.27,Y,Y,Y,1,1,0,0,0,0,45,10,22,2,0.1,0,42,2,1,0,0,0,0,20,,,0,25,30,2,"Eurasia Arctic Transect, plot environmental data."
LA_RV_20,20020,20070817,25,S,BB,N,R,,,,,Donald Walker,,,,,,E,RU,EAT,013,Laborovaya,,,Y,GPS,,67.69485,68.0374,63,0,-1,EL_PLN/LW_PLN,6,,MST,DIS,1,SND,3.76,Y,Y,Y,1,1,0,0,0,0,30,0,7,0.1,0.1,0,38,62,2,0,0,0,0,4,,,0,5,15,2,"Eurasia Arctic Transect, plot environmental data."
LA_RV_21,20021,20070817,25,S,BB,N,R,,,,,Donald Walker,,,,,,E,RU,EAT,013,Laborovaya,,,Y,GPS,,67.69473333,68.03805,59,0,-1,EL_PLN/LW_PLN,6,,MST,DIS,3,SND,3.88,Y,Y,Y,1,1,0,0,0,0,35,0,5,0.1,0.1,0,25,71,0.1,0,0,0,0,3,,,0,5,5,1,"Eurasia Arctic Transect, plot environmental data."
LA_RV_22,20022,20070817,25,S,BB,N,R,,,,,Donald Walker,,,,,,E,RU,EAT,013,Laborovaya,,,Y,GPS,,67.6949,68.03783333,64,0,-1,EL_PLN/LW_PLN,6,,MST,DIS,4,SND,4.07,Y,Y,Y,1,1,0,0,0,0,20,0,7,0.1,0.1,0,17,73,1,0,0,0,0,3,,,0,8,5,1,"Eurasia Arctic Transect, plot environmental data."
LA_RV_23,20023,20070817,25,S,BB,N,R,,,,,Donald Walker,,,,,,E,RU,EAT,013,Laborovaya,,,Y,GPS,,67.69505,68.03795,62,0,-1,EL_PLN/LW_PLN,6,,MST,DIS,4,SND,3.81,Y,Y,Y,1,1,0,0,0,0,25,0,35,0.1,0.1,0,47,51,1,0,0,0,0,10,,,0,10,10,1,"Eurasia Arctic Transect, plot environmental data."
LA_RV_24,20024,20070817,25,S,BB,N,R,,,,,Donald Walker,,,,,,E,RU,EAT,013,Laborovaya,,,Y,GPS,,67.69493333,68.03835,63,0,-1,EL_PLN/LW_PLN,6,,MST,DIS,5,SND,3.57,Y,Y,Y,1,1,0,0,0,0,30,0,20,0.1,0,0,47,51,0.1,0,0,0,0,15,,,0,20,3,2,"Eurasia Arctic Transect, plot environmental data."
VD_RV_25,20025,20070823,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.27566667,68.89076667,38,,,CRST/SHLD,1.1,,MST/WET,DIS,3,LOM,4.4,Y,Y,Y,1,1,0,0,0,0,10,30,60,0,0.1,0,90,0.3,0.1,0,0,0,0,20,,,0,10,10,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_26,20026,20070823,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.27546667,68.89108333,40,,,CRST/SHLD,1.1,,MST/WET,DIS,4,LOM,4.97,Y,Y,Y,1,1,0,0,0,0,5,30,50,0,0.1,0,92,0.3,0.1,0,0,0,0,15,,,0,10,15,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_27,20027,20070823,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.27563333,68.89115,40,,,CRST/SHLD,1.1,,MST/WET,DIS,3.5,LOM,4.54,Y,Y,Y,1,1,0,0,0,0,15,25,40,0,0.1,0,92,0.3,0.1,0,0,0,0,15,,,0,8,10,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_28,20028,20070823,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.27578333,68.89125,41,,,CRST/SHLD,1.1,,MST/WET,DIS,4,LOM,4.3,Y,Y,Y,1,1,0,0,0,0,17,30,50,0,0.1,0,80,0.3,0.1,0,0,0,0,20,,,0,10,10,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_29,20029,20070823,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.2756,68.89163333,41,,,CRST/SHLD,1.1,,MST/WET,DIS,2,LOM,3.83,Y,Y,Y,1,1,0,0,0,0,1,30,20,0,0.1,0,80,0.3,0.1,0,0,0,0,20,,,0,2,10,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_30,20030,20070826,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.29556667,68.88378333,27,,,CRST/SHLD,1.2,,MST/WET,DIS,2.5,LOM,3.92,Y,Y,Y,1,1,0,0,0,0,25,40,10,0,0.1,0,82,5,2,0,0,0,0,20,,,0,5,7,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_31,20031,20070826,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.29551667,68.88441667,29,,,CRST/SHLD,1.2,,MST/WET,DIS,4.5,LOM,3.94,Y,Y,Y,1,1,0,0,0,0,30,20,5,0,0.1,0,67,3,1,0,0,0,0,15,,,0,5,7,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_32,20032,20070826,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.29565,68.8842,29,,,CRST/SHLD,1.2,,MST/WET,DIS,2,LOM,3.98,Y,Y,Y,1,1,0,0,0,0,30,15,5,0,0.1,0,79,3,2,0,0,0,0,25,,,0,5,7,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_33,20033,20070826,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.29578333,68.88396667,30,,,CRST/SHLD,1.2,,MST/WET,DIS,4,LOM,3.88,Y,Y,Y,1,1,0,0,0,0,5,22,12,2,0.1,0,50,3,1,0,0,0,0,20,,,0,5,7,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_34,20034,20070826,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.29573333,68.88461667,31,,,CRST/SHLD,1.2,,MST/WET,DIS,3.5,LOM,4.44,Y,Y,Y,1,1,0,0,0,0,17,12,11,1,0,0,57,4,2,0,0,0,0,15,,,0,5,7,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_35,20035,20070828,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.30146667,68.84198333,15,0,-1,EL_PLN/LW_PLN,1.1,,DRY,DIS,3,SND,3.52,Y,Y,Y,1,1,0,0,0,0,0,35,15,0,0,0,27,33,3,0,0,0,0,30,,,0,1,4,0.5,"Eurasia Arctic Transect, plot environmental data."
VD_RV_36,20036,20070828,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.30051667,68.84311667,14,0,-1,EL_PLN/LW_PLN,1.1,,DRY,DIS,1,SND,3.58,Y,Y,Y,1,1,0,0,0,0,0,30,10,0,0,0,20,33,3,0,0,0,0,30,,,0,3,4,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_37,20037,20070828,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.301,68.843,13,0,-1,EL_PLN/LW_PLN,1.1,,DRY,DIS,2,SND,3.54,Y,Y,Y,1,1,0,0,0,0,0,25,0.1,0.1,0,0,3,35,20,0,0,0,0,15,,,0,2,2,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_38,20038,20070828,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.30161667,68.84256667,15,0,-1,EL_PLN/LW_PLN,1.1,,DRY,DIS,0.5,SND,3.87,Y,Y,Y,1,1,0,0,0,0,0,23,15,0.1,0.1,0,5,35,20,0,0,0,0,20,,,0,2,2,1,"Eurasia Arctic Transect, plot environmental data."
VD_RV_39,20039,20070828,25,S,BB,N,R,,,,,Donald Walker,,,,,,D,RU,EAT,010,Vaskiny Dachi,,,Y,GPS,,70.30051667,68.84375,10,0,-1,EL_PLN/LW_PLN,1.1,,DRY,DIS,0,SND,3.45,Y,Y,Y,1,1,0,0,0,0,0,20,4,2,0,0,3,45,25,0,0,0,0,15,,,0,3,4,1,"Eurasia Arctic Transect, plot environmental data."
KH_RV_40,20040,20080821,25,S,BB,N,R,,,,,Donald Walker,,,,,,C,RU,EAT,010,Kharasavey,,,Y,GPS,,71.17871667,66.97963333,16,0,-1,EL_PLN/LW_PLN,1.2,,MST,DIS,6,LOM,4.36,Y,Y,Y,1,1,0,0,0,0,0.1,11,30,0,0.1,0,70,16,1,0,0.1,0,0,20,,,0,2,10,2,"Eurasia Arctic Transect, plot environmental data."
KH_RV_41,20041,20080821,25,S,BB,N,R,,,,,Donald Walker,,,,,,C,RU,EAT,010,Kharasavey,,,Y,GPS,,71.17865,66.98031667,16,0,-1,EL_PLN/LW_PLN,1.2,,MST,DIS,6,LOM,4.68,Y,Y,Y,1,1,0,0,0,0,0.01,8,36,0,0.01,0,55,15,0.01,0,0.1,0,0,20,,,0,2,10,2,"Eurasia Arctic Transect, plot environmental data."
KH_RV_42,20042,20080821,25,S,BB,N,R,,,,,Donald Walker,,,,,,C,RU,EAT,010,Kharasavey,,,Y,GPS,,71.17878333,66.98005,16,0,-1,EL_PLN/LW_PLN,1.2,,MST,DIS,6,LOM,4.95,Y,Y,Y,1,1,0,0,0,0,0.01,5,60,0,0.1,0,51,3,0.1,0,0.1,0,0,25,,,0,2,10,2,"Eurasia Arctic Transect, plot environmental data."
KH_RV_43,20043,20080821,25,S,BB,N,R,,,,,Donald Walker,,,,,,C,RU,EAT,010,Kharasavey,,,Y,GPS,,71.17896667,66.97963333,16,0,-1,EL_PLN/LW_PLN,1.2,,MST/WET,DIS,8,LOM,4.5,Y,Y,Y,1,1,0,0,0,0,0,15,40,0,1,0,42,1,0.1,0,0.1,0,0,20,,,0,2,10,2,"Eurasia Arctic Transect, plot environmental data."
KH_RV_44,20044,20080821,25,S,BB,N,R,,,,,Donald Walker,,,,,,C,RU,EAT,010,Kharasavey,,,Y,GPS,,71.17888333,66.98046667,16,0,-1,EL_PLN/LW_PLN,1.2,,MST/WET,DIS,6,LOM,4.72,Y,Y,Y,1,1,0,0,0,0,0,35,35,0,1,0,42,16,1,0,0.1,0,0,20,,,0,2,10,2,"Eurasia Arctic Transect, plot environmental data."
KH_RV_45,20045,20080822,25,S,BB,N,R,,,,,Donald Walker,,,,,,C,RU,EAT,010,Kharasavey,,,Y,GPS,,71.19438333,66.88895,8,0,-1,EL_PLN/LW_PLN,1.1,,MST,DIS,2,SND,4.18,Y,Y,Y,1,1,0,0,0,0,0,20,22,0,0,0.01,16,20,0.1,0,0,0,0,20,,,0,1,3,1,"Eurasia Arctic Transect, plot environmental data."
KH_RV_46,20046,20080822,25,S,BB,N,R,,,,,Donald Walker,,,,,,C,RU,EAT,010,Kharasavey,,,Y,GPS,,71.19445,66.88901667,8,0,-1,EL_PLN/LW_PLN,1.1,,MST,DIS,2,SND,3.97,Y,Y,Y,1,1,0,0,0,0,0,15,12,0,0.1,0.1,9,12,0.1,0,0,0,0,5,,,0,1,3,1,"Eurasia Arctic Transect, plot environmental data."
KH_RV_47,20047,20080823,25,S,BB,N,R,,,,,Donald Walker,,,,,,C,RU,EAT,010,Kharasavey,,,Y,GPS,,71.1944,66.92865,13,,,CRST/SHLD,1.1,,MST,DIS,0.5,SND,4.21,Y,Y,Y,1,1,0,0,0,0,0,75,5,0.1,0.1,0.1,13,7.1,2,0,0.1,0,0,3,,,0,1,5,1,"Eurasia Arctic Transect, plot environmental data."
KH_RV_48,20048,20080823,25,S,BB,N,R,,,,,Donald Walker,,,,,,C,RU,EAT,010,Kharasavey,,,Y,GPS,,71.19445,66.92885,13,,,CRST/SHLD,1.1,,MST,DIS,3,SND,4.14,Y,Y,Y,1,1,0,0,0,0,0,70,4,1,0.1,0,21,8.1,3,0,0.1,0,0,3,,,0,1,5,1,"Eurasia Arctic Transect, plot environmental data."
KH_RV_49,20049,20080823,25,S,BB,N,R,,,,,Donald Walker,,,,,,C,RU,EAT,010,Kharasavey,,,Y,GPS,,71.19386667,66.93451667,13,,,CRST/SHLD,1.1,,MST,DIS,5,SND,4.04,Y,Y,Y,1,1,0,0,0,0,0,40,15,2,0.1,0.1,20,15,5,0,0.1,0,0,10,,,0,1,5,1,"Eurasia Arctic Transect, plot environmental data."
BO_RV_49a,20050,20090724,25,S,BB,N,R,,,,,Donald Walker,,,,,,B,RU,EAT,010,Ostrov Belyy,,,Y,GPS,,73.32855,70.0779,0.3,0,-1,EL_PLN/LW_PLN,1.2,,MST/WET,DIS,2,LOM,4.59,Y,Y,Y,1,1,0,0,0,0,0,5,10,0,0.01,0,15,16,5,0,5,0,0,5,,,0,1,2,1,"Eurasia Arctic Transect, plot environmental data."
BO_RV_49b,20051,20090724,25,S,BB,N,R,,,,,Donald Walker,,,,,,B,RU,EAT,010,Ostrov Belyy,,,Y,GPS,,74.32855,71.0779,0.3,0,-1,EL_PLN/LW_PLN,1.2,,WET,DIS,2,LOM,4.29,Y,Y,Y,1,1,0,0,0,0,0,25,30,0,0.01,0,65,6,0.1,0,0,0,0,20,,,0,1,6,2,"Eurasia Arctic Transect, plot environmental data."
BO_RV_50a,20052,20090724,25,S,BB,N,R,,,,,Donald Walker,,,,,,B,RU,EAT,010,Ostrov Belyy,,,Y,GPS,,73.32855,70.07855,0.4,0,-1,EL_PLN/LW_PLN,1.2,,MST/WET,DIS,0,LOM,5.49,Y,Y,Y,1,1,0,0,0,0,0,5,5,0,0.01,0,20,12,5,0,5,0,0,10,,,0,1,3,0.5,"Eurasia Arctic Transect, plot environmental data."
BO_RV_50b,20053,20090724,25,S,BB,N,R,,,,,Donald Walker,,,,,,B,RU,EAT,010,Ostrov Belyy,,,Y,GPS,,74.32855,71.07855,0.4,0,-1,EL_PLN/LW_PLN,1.2,,WET,DIS,3.5,LOM,4.55,Y,Y,Y,1,1,0,0,0,0,0,30,30,0,0.01,0,80,4,0.1,0,0,0,0,30,,,0,1,7,1,"Eurasia Arctic Transect, plot environmental data."
