RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,Ya1-18,20170730,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47425,70.21588889,18,0,FLT,,LW_PLN,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,25,60,,,0,0,0,,100,,0,0,20,,
,Ya1-23,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47752778,70.1495,23,0,FLT,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,50,10,,,0,0,0,,100,,0,0,30,,
,Ya1-25,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47758333,70.14655556,25,0,FLT,,EL_PLN,,WET,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,40,20,,,0,0,0,,100,,0,0,0,,
,Ya1-27,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47733333,70.14094444,23,0,FLT,,EL_PLN,,WET,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,30,0,,,0,0,0,,80,,0,0,30,,
,Ya1-29,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47736111,70.13711111,21,0,FLT,,EL_PLN,,WET,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,40,10,,,0,0,0,,100,,0,0,30,,
,Ya1-31,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47722222,70.13572222,20,180,3,,SHLD,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,5,50,,,0,0,0,,100,,0,0,30,,
,Ya1-34,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.477,70.13455556,18,225,10,,FOOT,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,70,15,,,0,0,0,,100,,0,0,20,,
,Ya1-36,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47655556,70.13336111,16,45,4,,FOOT,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,70,12,,,0,0,0,,100,,0,0,10,,
,Ya1-38,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47641667,70.13186111,16,225,4,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,30,30,,,,0,0,,65,,0,0,27,,
,Ya1-40,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47625,70.13080556,17,0,FLT,,RIPZN,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,75,8,,,0,0,0,,100,,0,0,0,,
,Ya1-42,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47572222,70.12952778,26,360,11,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,40,25,,,30,0,0,,70,,0,0,0,,
,Ya1-45,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47552778,70.12380556,28,0,FLT,,EL_PLN,,DRY,DIST,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,5,0,,,70,0,0,,30,,0,0,25,,
,Ya1-47,20170802,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47397222,70.11283333,21,0,FLT,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,,,0,2,0,2,,,,,,,60,10,,,,0,0,,100,,0,,0,,
,Ya1-48,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47794444,70.15022222,25,0,FLT,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,30,40,,,,0,0,,100,,0,0,20,,
,Ya1-53,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47897222,70.15047222,21,0,FLT,,SHLD,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,10,15,,,,0,0,,45,,0,0,30,,
,Ya1-54,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47922222,70.15108333,18,270,30,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,70,8,,,,0,,,85,,0,0,30,,
,Ya1-55,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47866667,70.1505,25,0,FLT,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,35,20,,,0,0,,,100,,0,0,0,,
,Ya1-58,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48008333,70.15008333,21,0,FLT,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,40,33,,,0,0,,,100,,0,0,30,,
,Ya1-60,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48113889,70.14591667,18,0,FLT,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,80,0,,,0,0,,,100,,0,0,25,,
,Ya1-61,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48263889,70.13505556,17,0,FLT,,EL_PLN,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,60,20,,,0,0,,,100,,0,0,20,,
,Ya1-63,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.482,70.13258333,21,225,27,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,40,6,,,,0,,,60,,0,0,30,,
,Ya1-65,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48047222,70.13283333,30,0,FLT,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,15,40,,,,0,,,90,,0,0,0,,
,Ya1-67,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.47927778,70.12955556,28,0,FLT,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,40,8,,,0,0,,,100,,0,0,25,,
,Ya1-68,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48344444,70.12641667,14,270,17,,FOOT,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,75,3,,,0,0,,,100,,0,0,0,,
,Ya1-70,20170803,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48363889,70.12263889,15,270,16,,BACK,,DRY,DIST,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,2,3,,,70,0,,,30,,0,0,0,,
,Ya1-72,20170804,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48886111,70.13569444,22,0,FLT,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,45,25,,,0,0,,,100,,0,0,0,,
,Ya1-73,20170804,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48916667,70.13472222,15,360,40,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,33,17,,,0,0,,,100,,0,0,15,,
,Ya1-74,20170804,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48941667,70.13533333,9,180,3,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,35,0,35,,,,,,,25,0,,,60,0,,,,,0,,40,,
,Ya1-75,20170804,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48958333,70.13247222,31,180,8,,BACK,,N,NAT,,ORG,,Y,Y,Y,,,0,20,0,20,,,,,,,60,10,,,0,0,,,100,,0,,15,,
,Ya1-76,20170804,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48980556,70.13238889,31,360,5,,BACK,,N,NAT,,ORG,,Y,Y,Y,,,0,0,0,0,,,,,,,80,12,,,0,0,,,100,,0,,10,,
,Ya1-77,20170804,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.48913889,70.12911111,36,0,FLT,,BACK,,N,NAT,,ORG,,Y,Y,Y,,,0,3,0,3,,,,,,,25,7,,,0,0,,,100,,0,,25,,
,Ya1-78,20170804,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.49036111,70.13275,22,45,10,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,25,0,25,,,,,,,40,6,,,,0,,,45,,0,,10,,
,Ya1-79,20170804,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.49075,70.13213889,18,0,FLT,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,25,12,,,,0,,,80,,0,,10,,
,Ya1-80,20170804,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.49344444,70.12644444,11,360,20,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,15,20,,,0,0,,,100,,0,0,25,,
,Ya1-81,20170805,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.49225,70.12852778,12,315,16,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,2,0,2,,,,,,,30,12,,,45,0,,,55,,0,0,15,,
,Ya1-82,20170805,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.49358333,70.12658333,5,315,5,,BACK,,N,,,SND,,Y,Y,Y,,,0,55,0,55,,,,,,,40,1,,,,0,,,100,,,,35,,
,Ya1-83,20170805,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.49383333,70.12661111,14,135,12,,BACK,,N,NAT,,ORG,,Y,Y,Y,,,0,17,0,17,,,,,,,17,22,,,,0,,,80,,,,15,,
,Ya1-84,20170805,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.49383333,70.12488889,20,315,5,,BACK,,N,NAT,,SND,,Y,Y,Y,,,0,15,0,15,,,,,,,90,7,,,0,0,,,100,,,,25,,
,Ya1-85,20170805,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.49033333,70.12391667,5,225,5,,SHLD,,N,NAT,,ORG,,Y,Y,Y,,,0,25,0,25,,,,,,,80,1,,,0,0,,,100,,,,15,,
,Ya1-86,20170805,100,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,yava1_Northern_Yamal,10,,,,Y,GPS,5,72.49033333,70.12391667,1,0,FLT,,BACK,,N,,,SND,,Y,Y,Y,,,0,0,0,0,,,,,,,0,0,,,,0,,,30,,0,0,20,,
