RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,G1-31,7/11/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22994444,79.27319444,,1,280,BACK,,,WET,NAT,3,LOM,,Y,N,Y,1,3,0,20,0,20,10,30,15,0.1,1,2,100,10,0,0.1,0,0,0,10,100,,,,,,
,G1-34,7/11/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23113889,79.27241667,,0,FLT,FOOT,,,WET,NAT,3,LOM,,Y,N,Y,1,3,0,25,0,25,0,50,35,20,0.1,0,80,10,0.1,0,0,0,0,15,100,,,,,,
,G1-36,7/11/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23183333,79.27197222,,0,FLT,FOOT,,,N,NAT,15,-,,Y,N,Y,1,3,0,15,0,15,0,45,50,40,0.1,0.1,80,7,0,0,0,0,0,40,100,,,,,,
,G1-38,7/12/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23261111,79.27141667,,10,330,BACK,,,DRY,NAT,6,LOM,,Y,N,Y,1,3,0,0,0,0,3,70,15,0,1,0,100,10,0,0,0,0,0,40,100,,,,,,
,G1-40,7/12/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23311111,79.27127778,,10,350,BACK,,,DRY,NAT,3,LOM,,Y,N,Y,1,3,0,0,0,0,0,70,10,0,3,10,60,5,5,0,0.1,0,0,10,95,,,,,,
,G1-42,7/12/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23313889,79.27175,,20,350,BACK,,,MOIST,NAT,5,LOM,,Y,N,Y,1,3,0,10,0,10,0.1,75,10,0,1,15,100,5,0,0,0,0,0,15,100,,,,,,
,G1-44,7/12/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23316667,79.27333333,,5,0,SHLD,,,DRY,NAT,3,LOM,,Y,N,Y,1,3,0,0,0,0,0.1,70,20,0,1,15,100,5,0,0,0,0,0,60,100,,,,,,
,G1-47,7/12/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23430556,79.27241667,,0,FLT,LW_PLN,,,WET,NAT,6,LOM,,Y,N,Y,1,3,0,10,0,10,0,0,10,0,1,5,99,0,0,0,0,0,1,70,99,,,,,,
,G1-49,7/12/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23380556,79.26869444,,0,FLT,RIPZN,,,WET,DIS,15,-,,Y,N,Y,1,3,0,10,0,10,0,2,10,0,1,0,100,0.1,0,0,0,0,0,15,100,,,,,,
,G1-51,7/12/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23383333,79.26683333,,0,FLT,RIPZN,,,N,NAT,15,-,,Y,N,Y,1,3,0,10,0,10,,0.1,10,0,3,0,100,1,0,0,0,0,0,15,100,,,,,,
,G1-53,7/12/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23386111,79.26561111,,0,FLT,RIPZN,,,WET,NAT,12,-,,Y,N,Y,1,3,0,0.1,0,0.1,0,0,10,0,3,1,100,0.1,0,0,0,0,0,20,100,,,,,,
,G1-54,7/12/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.23386111,79.26519444,,0,FLT,RIPZN,,,WET,NAT,5,LOM,,Y,N,Y,1,3,0,1,0,1,0,5,5,0,1,3,100,10,0,0,0,0,0,3,100,,,,,,
,G1-59,7/13/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21630556,79.28375,,1,180,BACK,,,N,NAT,15,-,,Y,N,Y,1,3,0,50,0,50,0,20,10,0,0.1,0,100,15,0,0,0,0,0,30,100,,,,,,
,G1-61,7/13/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21594444,79.28622222,,5,270,BACK,,,MOIST,NAT,8,LOM,,Y,N,Y,1,3,0,35,0,35,1,50,15,0,1,1,100,20,0,0,0,0,0,30,100,,,,,,
,G1-63,7/13/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21583333,79.28772222,,0,FLT,CRST,,,MOIST,DIS,2,LOM,,Y,N,Y,1,3,0,2,0,2,0,50,15,0.1,1,un,90,20,5,0,1,0,0,25,95,,,,,,
,G1-65,7/13/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21536111,79.28875,,0,FLT,CRST,,,MOIST,DIS,5,LOM,,Y,N,Y,1,3,0,5,0,5,0,55,15,0,0.1,0,100,30,0,0,0,0,0,50,100,,,,,,
,G1-67,7/13/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21575,79.29086111,,0,FLT,CRST,,,DRY,NAT,2,LOM,,Y,N,Y,1,3,0,10,0,10,0.1,60,10,0,1,5,99,60,1,0,0,0,0,10,100,,,,,,
,G1-70,7/13/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21455556,79.28952778,,0,FLT,CRST,,,MOIST,DIS,1,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,40,10,0,2,5,98,50,1,0,2,0,0,5,98,,,,,,
,G1-71,7/13/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21380556,79.29166667,,15,90,CRST,,,DRY,NAT,2,LOM,,Y,N,Y,1,3,0,0,0,0,0.1,60,20,0,20,30,25,1,0,0,0,0,0,10,100,,,,,,
,G1-72,7/13/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21311111,79.29544444,,0,FLT,LW_PLN,,,WET,NAT,5,LOM,,Y,N,Y,1,3,0,13,0,13,0,20,20,0.1,3,0,100,20,0,0,0,0,0,60,100,,,,,,
,G1-75,7/14/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21133333,79.29619444,,0,FLT,CRST,,,MOIST,DIS,2,LOM,,Y,N,Y,1,3,0,15,0,10,0.1,45,10,0,2,0,99,10,1,0,1,0,0,5,100,,,,,,
,G1-77,7/14/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21033333,79.29872222,,0,FLT,LW_PLN,,,WET,DIS,6,LOM,,Y,N,Y,1,3,0,20,0,20,1,30,45,30,0.1,0,100,10,0.1,0,0,0,0,50,100,,,,,,
,G1-78,7/14/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21033333,79.29872222,,5,190,SHLD,,,DRY,NAT,4,LOM,,Y,N,Y,1,3,0,40,0,40,2,40,5,0,2,3,95,5,5,0,0,0,0,5,95,,,,,,
,G1-81,7/14/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20963889,79.29816667,,0,FLT,LW_PLN,,,N,NAT,,-,,Y,N,Y,1,3,0,0,0,0,0,0,60,0,15,0,50,0,0,0,0,0,10,90,90,,,,,,
,G1-83,7/14/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20913889,79.29902778,,5,360,SHLD,,,DRY,DIS,3,LOM,,Y,N,Y,1,3,0,30,0,30,0.1,35,5,0,0.1,2,60,10,25,0,5,0,0,5,75,,,,,,
,G1-85,7/14/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20863889,79.30038889,,3,290,FOOT,,,N,NAT,15,-,,Y,N,Y,1,3,0,40,0,40,0.1,30,20,0.1,1,0,100,10,0,0,0,0,0,70,100,,,,,,
,G1-87,7/14/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20763889,79.30444444,,3,290,EL_PLN,,,N,NAT,15,-,,Y,N,Y,1,3,0,20,0,20,0,60,25,5,0.1,0,100,15,0,0,0,0,0,60,100,,,,,,
,G1-89,7/14/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20655556,79.30666667,,3,280,FOOT,,,WET,NAT,20,LOM,,Y,N,Y,1,3,0,40,0,40,1,25,20,0.1,1,0.1,100,10,0,0,0,0,0,50,100,,,,,,
,G1-91,7/14/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20555556,79.30752778,,5,300,BACK,,,MOIST,DIS,1,LOM,,Y,N,Y,1,3,0,30,0,30,10,60,10,0,3,0,80,5,0,0,10,0,0,15,80,,,,,,
,G1-93,7/15/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20488889,79.30691667,,3,180,FOOT,,,MOIST,NAT,4,LOM,,Y,N,Y,1,3,0,20,0,20,5,20,10,0,10,10,100,10,0,0,0,0,0,10,100,,,,,,
,G1-96,7/15/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.204,79.29991667,,0,FLT,LW_PLN,,,N,NAT,15,-,,Y,N,Y,1,3,0,40,0,40,0,60,5,0,1,0,100,5,0,0,0,0,0,25,100,,,,,,
,G1-98,7/15/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20288889,79.29858333,,0,FLT,LW_PLN,,,N,NAT,0,-,,Y,N,Y,1,3,0,0,0,0,0,0,15,0,35,0,0,0,0,0,0,0,100,90,90,,,,,,
,G1-100,7/15/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20330556,79.30647222,,35,290,SHLD,,,MOIST,DIS,1,LOM,,Y,N,Y,1,3,0,5,0,5,40,40,10,0,5,1,95,15,5,0,1,0,0,15,99,,,,,,
,G1-102,7/15/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20272222,79.30863889,,3,290,CRST,,,MOIST,DIS,15,LOM,,Y,N,Y,1,3,0,10,0,10,40,20,30,20,1,0,100,10,0,0,0,0,0,60,100,,,,,,
,G1-104,7/15/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20138889,79.31752778,,10,90,BACK,,,DRY,NAT,2.5,LOM,,Y,N,Y,1,3,0,10,0,10,0,10,5,0,3,20,100,15,0,0,0,0,0,60,100,,,,,,
,G1-106,7/15/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.2035,79.32558333,,10,190,SHLD,,,DRY,NAT,10,LOM,,Y,N,Y,1,3,0,10,0,10,0,50,10,0,1,10,10,10,0,0,0,0,0,10,100,,,,,,
,G1-108,7/15/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20388889,79.32119444,,1,90,CRST,,,WET,NAT,12,LOM,,Y,N,Y,1,3,0,15,0,15,0,40,60,50,1,0,100,5,0,0,0,0,0,25,100,,,,,,
,G1-110,7/15/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20566667,79.32111111,,0,FLT,LW_PLN,,,WET,NAT,15,LOM,,Y,N,Y,1,3,0,15,0,15,0,15,1,0,3,0,95,10,5,0,0.1,0,0,0.1,100,,,,,,
,G1-112,7/16/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20213889,79.30263889,,0,FLT,LW_PLN,,,,DIS,15,,,Y,N,Y,1,3,0,50,0,50,0.1,60,1,0,0,0,100,5,0,0,0,0,0,40,100,,,,,,
,G1-112a,7/16/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20213889,79.30263889,,0,FLT,LW_PLN,,,,NAT,15,,,Y,N,Y,1,3,0,1,0,1,0,90,0.1,0,0,0,100,10,0,0,0,0,0,0.1,100,,,,,,
,G1-114,7/16/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.20005556,79.30622222,,5,270,FOOT,,,WET,NAT,20,LOM,,Y,N,Y,1,3,0,20,0,20,3,30,10,0,5,8,100,1,0,0,0,0,0,40,100,,,,,,
,G1-116,7/16/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19847222,79.31130556,,1,360,LW_PLN,,,WET,NAT,,LOM,,Y,N,Y,1,3,0,50,0,50,0.1,0.1,15,0.1,5,10,100,1,0,0,0,0,0,30,100,,,,,,
,G1-117,7/16/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19661111,79.32111111,,5,300,BACK,,,,NAT,20,,,Y,N,Y,1,3,0,15,0,15,0.1,30,20,1,1,2,100,5,0,0,0,0,0,70,100,,,,,,
,G1-120,7/16/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19372222,79.32325,,0,FLT,CRST,,,MOIST,NAT,5,LOM,,Y,N,Y,1,3,0,10,0,10,0,70,60,50,1,0,100,5,0,0,0,0,0,30,100,,,,,,
,G1-122,7/16/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19747222,79.32869444,,0,FLT,FOOT,,,,DIS,0,,,Y,N,Y,1,3,0,0,0,0,0,0,50,0,0.1,0,20,0,0,0,0,0,100,80,90,,,,,,
,G1-123,7/16/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.1975,79.32919444,,45,10,BACK,,,MOIST,NAT,5,LOM,,Y,N,Y,1,3,0,60,0,60,30,15,1,0,2,5,100,1,0,0,0,0,0,50,100,,,,,,
,G1-125,7/16/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.19811111,79.32955556,,45,170,BACK,,,MOIST,NAT,5,LOM,,Y,N,Y,1,3,0,70,0,70,15,20,1,0,15,20,95,1,0,0,5,0,0,90,100,,,,,,
,G1-128,7/17/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22058333,79.28488889,,7,250,BACK,,,MOIST,NAT,15,LOM,,Y,N,Y,1,3,0,15,0,15,1,35,30,10,1,0,100,5,0,0,0,0,0,60,100,,,,,,
,G1-130,7/17/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22216667,79.28694444,,0,FLT,CRST,,,MOIST,DIS,20,LOM,,Y,N,Y,1,3,0,15,0,15,0.1,50,20,10,1,0,100,10,0,0,0,0,0,30,100,,,,,,
,G1-132,7/17/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22247222,79.28863889,,30,90,BACK,,,MOIST,NAT,20,LOM,,Y,N,Y,1,3,0,20,0,20,0.1,10,0.1,0,2,15,100,2,0,0,0,0,0,60,100,,,,,,
,G1-132a_kr,7/17/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22255556,79.28938889,,5,90,BACK,,,WET,NAT,,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,0,80,0,1,0,100,0,0,0,0,0,0,80,100,,,,,,
,G1-134,7/17/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22313889,79.29294444,,0,FLT,LW_PLN,,,,NAT,10,,,Y,N,Y,1,3,0,60,0,60,0.1,0,1,0,0.1,0,100,1,0,0,0,0,0,50,100,,,,,,
,G1-136,7/17/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22297222,79.29277778,,0,FLT,LW_PLN,,,,NAT,15,,,Y,N,Y,1,3,0,60,0,60,0,0.1,5,0,0.1,0.1,100,1,0,0,0,0,0,5,100,,,,,,
,G1-138,7/17/2017,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22258333,79.29413889,,0,FLT,LW_PLN,,,,NAT,>20,,,Y,N,Y,1,3,0,0.1,0,0.1,0,0,60,0,4,0,100,0,0,0,0,0,0,90,100,,,,,,
