RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,G2-20,20170720,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.90363889,78.65522222,24,FLT,0,,CRST,,N,NAT,,LOM,,Y,Y,Y,1,1,,,,,,,,,,,40,10,,,,0,0,,100,,0,0,30,,
,G2-21,20170721,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.90338889,78.65491667,28,10,160,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,60,8,,,,0,0,,100,,0,0,10,,
,G2-23,20170721,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.90316667,78.65088889,32,10,290,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,65,18,,,,0,0,,100,,0,0,10,,
,G2-25,20170721,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.90275,78.64902778,34,5,360,,FOOT,,WET,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,95,0,,,,0,0,,100,,0,,20,,
,G2-27,20170721,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.90230556,78.64738889,36,5,315,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,40,15,,,,0,0,,100,,0,0,20,,
,G2-29,20170721,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.90211111,78.64363889,31,5,270,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,55,15,,,,0,0,,100,,0,,20,,
,G2-32,20170721,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.90066667,78.63791667,20,FLT,0,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,30,12,,,,0,0,,100,,0,,12,,
,G2-34,20170721,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89972222,78.6335,12,7,180,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,90,10,,,,0,0,,100,,0,0,25,,
,G2-37,20170721,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89925,78.62875,12,5,90,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,45,15,,,,0,0,,100,,0,,10,,
,G2-39,20170721,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89866667,78.62566667,19,7,360,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,60,10,,,,0,0,,100,,0,,10,,
,G2-42,20170722,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.91655556,78.67866667,30,5,270,,BACK,,N,NAT,1,LOM,,Y,Y,Y,1,1,,,,,,,,,,,10,15,,,,0,0,,60,,0,0,10,,
,G2-44,20170722,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.91702778,78.67936111,27,4,90,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,80,5,,,,0,0,,100,,0,0,20,,
,G2-46,20170722,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.91783333,78.67930556,25,10,360,,BACK,,N,NAT,,LOM,,Y,Y,Y,1,1,,,,,,,,,,,7,22,,,,0,0,,50,,0,0,0,,
,G2-48,20170722,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.91811111,78.68119444,18,FLT,0,,LW_PLN,,WET,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,55,1,,,,0,0,,100,,0,,30,,
,G2-50,20170722,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.91897222,78.68447222,20,FLT,0,,LW_PLN,,WET,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,20,0,,,,0,0,,100,,0,,40,,
,G2-53,20170722,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92011111,78.68719444,18,5,225,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,70,7,,,,0,0,,100,,0,,40,,
,G2-54,20170722,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.921,78.68794444,21,5,90,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,60,8,,,,0,0,,100,,0,0,20,,
,G2-56,20170722,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92127778,78.68958333,34,35,90,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,25,12,,,,0,0,,100,,0,,15,,
,G2-58,20170722,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92272222,78.69030556,20,5,360,,LW_PLN,,MOIST,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,20,2,,,,0,0,,0,,0,,40,,
,G2-60,20170722,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92416667,78.68894444,19,FLT,0,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,45,10,,,,0,0,,100,,0,0,10,,
,G2-61,20170723,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89772222,78.62841667,18,5,90,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,50,0,,,,0,0,,100,,0,,40,,
,G2-63,20170723,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89605556,78.62672222,24,12,22,,BACK,,N,DIST,,LOM,,Y,Y,Y,1,1,,,,,,,,,,,75,2,,,,0,0,,100,,0,,15,,
,G2-65,20170723,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89491667,78.62441667,33,3,270,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,30,2,,,,0,0,,100,,0,,35,,
,G2-67,20170723,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89394444,78.62486111,29,8,225,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,70,10,,,,0,0,,100,,0,,25,,
,G2-69,20170723,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89244444,78.62436111,25,10,270,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,70,10,,,,0,0,,100,,0,0,25,,
,G2-71,20170723,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.88975,78.62266667,21,5,160,,FOOT,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,60,5,,,,0,0,,100,,0,0,25,,
,G2-74,20170723,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89055556,78.62155556,15,FLT,0,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,30,0,,,,0,0,,100,,0,,35,,
,G2-76,20170723,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.88902778,78.62211111,    ,FLT,0,,LW_PLN,,WET,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,40,0,,,,0,0,,100,,0,,40,,
,G2-77,20170723,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.88869444,78.61711111,7,3,62,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,70,5,,,,0,0,,100,,0,,0,,
,G2-79,20170723,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.88741667,78.61480556,10,5,360,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,40,10,,,,0,0,,100,,0,0,10,,
,G2-81,20170724,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92413889,78.69063889,24,5,135,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,20,0,,,,0,0,,100,,0,,40,,
,G2-83,20170724,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92541667,78.69275,31,8,162,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,55,5,,,,0,0,,100,,0,0,30,,
,G2-85,20170724,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92575,78.69366667,27,17,90,,BACK,,N,NAT,,LOM,,Y,Y,Y,1,1,,,,,,,,,,,40,5,,,30,0,0,,70,,0,,40,,
,G2-87,20170724,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92572222,78.69547222,21,6,135,,BACK,,N,NAT,,LOM,,Y,Y,Y,1,1,,,,,,,,,,,80,0,,,,0,0,,90,,0,,15,,
,G2-89,20170724,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92583333,78.69713889,22,7,135,,BACK,,N,NAT,,LOM,,Y,Y,Y,1,1,,,,,,,,,,,70,5,,,,0,0,,100,,0,,15,,
,G2-91,20170724,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92791667,78.68916667,42,6,225,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,75,6,,,,0,0,,100,,0,,20,,
,G2-93,20170724,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.9295,78.69055556,38,7,270,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,60,8,,,,0,0,,100,,0,,10,,
,G2-96,20170724,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93108333,78.69241667,32,6,22,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,30,3,,,,0,0,,100,,0,,12,,
,G2-98,20170724,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93163889,78.69211111,    ,15,135,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,30,10,,,,0,0,,100,,0,,12,,
,G2-100,20170724,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.9325,78.69030556,24,FLT,0,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,50,0,,,,0,0,,100,,0,0,40,,
,G2-102,20170725,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93338889,78.69622222,25,4,135,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,40,0,,,,0,0,,100,,0,,40,,
,G2-103,20170725,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93383333,78.69780556,28,6,90,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,40,8,,,,0,0,,100,,0,0,45,,
,G2-106,20170725,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93513889,78.70211111,21,8,315,,BACK,,N,NAT,,LOM,,Y,Y,Y,1,1,,,,,,,,,,,20,6,,,,0,0,,100,,0,,30,,
,G2-108,20170725,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93541667,78.703,23,3,360,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,70,12,,,,0,0,,100,,0,,25,,
,G2-110,20170725,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93616667,78.7045,25,8,292,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,70,15,,,,0,0,,100,,0,0,15,,
,G2-111,20170725,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93666667,78.70655556,19,4,270,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,30,0,,,,0,0,,100,,0,,40,,
,G2-113,20170725,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93730556,78.7085,21,5,225,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,75,5,,,,0,0,,100,,0,,15,,
,G2-115,20170725,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93797222,78.71288889,27,FLT,0,,EL_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,50,10,,,,0,0,,100,,0,,15,,
,G2-117,20170725,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93827778,78.71452778,27,8,90,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,70,10,,,,0,0,,100,,0,,10,,
,G2-119,20170725,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.939,78.71605556,30,25,180,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,25,5,,,,0,0,,90,,0,,20,,
,G2-122,20170726,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93916667,78.72066667,33,6,22,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,75,6,,,,0,0,,90,,0,,25,,
,G2-124,20170726,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93938889,78.72325,28,FLT,0,,FOOT,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,35,0,,,,0,0,,100,,0,,45,,
,G2-126,20170726,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93969444,78.72433333,27,FLT,0,,FOOT,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,70,17,,,,0,0,,100,,0,0,15,,
,G2-128,20170726,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.94005556,78.72569444,23,3,360,,FOOT,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,50,0,,,,0,0,,100,,0,,40,,
,G2-129,20170726,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.93997222,78.72805556,18,8,360,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,80,14,,,,0,0,,100,,0,,15,,
,G2-133,20170726,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.94113889,78.72888889,26,30,180,,BACK,,N,NAT,,LOM,,Y,Y,Y,1,1,,,,,,,,,,,45,10,,,,0,0,,100,,0,,30,,
,G2-134,20170726,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.94094444,78.72955556,22,10,135,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,60,10,,,,0,0,,100,,0,,10,,
,G2-138,20170726,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.94158333,78.73380556,23,10,180,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,70,0,,,,0,0,,100,,0,,20,,
,G2-141,20170726,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.94163889,78.739,11,6,315,,FOOT,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,100,11,,,,0,0,,100,,0,0,15,,
,G2-142,20170726,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.94072222,78.73597222,11,4,360,,FOOT,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,60,27,,,,0,0,,100,,0,,15,,
,G2-145,20170727,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89158333,78.52894444,11,14,315,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,30,8,,,,0,0,,100,,0,,30,,
,G2-147,20170727,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89161111,78.529,9,15,315,,BACK,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,50,5,,,,0,0,,100,,0,,25,,
,G2-149,20170727,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89113889,78.52422222,5,FLT,0,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,75,0,,,,0,0,,100,,0,,20,,
,G2-151,20170727,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89155556,78.51913889,6,FLT,0,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,100,6,,,,0,0,,100,,0,,25,,
