Betula nana,Betula nana L.,Betula nana,6,20,4,1,10,8,3,0,20,0,0,9,25,9,0,3,8,10,5,17,3,4,15,0,1,3,0,12,20,7,3,15,3,0,10,4,8,0,12,6,0,0,3,3,5,6,7,12,7,5,3,0,1,0,4,0,0,0,0,0,0,0,5,0,0,14,3,6,6,5,5,6,8,2,6
Oxytropis sordida,Oxytropis sordida (Willd.) Pers.,Oxytropis sordida,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhododendron tomentosum s. tomentosum,Rhododendron tomentosum s. tomentosum (Stokes) Harmaja,Rhododendron tomentosum s. tomentosum,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andromeda polifolia,Andromeda polifolia L.,Andromeda polifolia,1,1,2,2,5,3,2,0,4,0,0,2,10,3,0,0,2,2,4,3,1,4,11,6,22,10,1,4,5,2,0,2,0,0,0,3,0,0,2,1,0,0,5,0,2,3,3,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0.5,2,2,2,0,3,2,0,0
Vaccinium uliginosum,Vaccinium uliginosum L.,Vaccinium uliginosum,3,5,4,0,10,2,20,2,2,6,3,6,17,3,3,0,0,4,6,4,2,20,11,10,15,8,2,5,8,6,2,10,3,1,4,6,5,0,3,3,4,0,4,4,0,2,4,2,3,3,0,4,0,0.5,3,0,0,0,0,0,0,2,8,6,3,3,1,3,0.5,6,5,12,6,0,5
Eritrichium villosum,Eritrichium villosum (Ledeb.) Bunge,Eritrichium villosum,0.5,1,1,0,0,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.5,0,1,0,0.5,0,0,0.5,1,1,0,0,0,0.5,0,0,0,0.5,0,0,0
Tephroseris tundricola,Tephroseris tundricola (Tolm.) Holub,Tephroseris tundricola,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,1,0,0,1,0,0,0.5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
Dicranum bonjeanii,Dicranum bonjeanii De Not.,Dicranum bonjeanii,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,0,6,0,0,0,0,0
Cetraria islandica,Cetraria islandica (L.) Ach.,Cetraria islandica,2,2,0,0.5,1,2,2,0,2,0,2,3,2,2,0,0,0.5,1,3,3,1,0,2,0.5,0,2,0,2,6,2,0,3,6,1,4,0,0,3,2,3,0,0,1,0,0,0,6,3,12,0,1,1,2,0.2,2,2,3,5,0,1,0.5,1,7,1,4,7,3,12,1,3,3,3,10,2,0
Cetraria laevigata,Cetraria laevigata Rass.,Cetraria laevigata,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,0,2,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cetrariella delisei,Cetrariella delisei (Bory ex Schaer.) K?rnef.,Cetrariella delisei,8,2,1,1,2,3,0.5,1,2,1,0,3,0,2,0,0.5,1,2,2,2,1,4,0,0,3,4,0.1,2,8,2,0,3,0,0,1,0,2,2,2,1,2,0,2,3,3,0,2,3,3,2,2,2,3,0,2,2,2,3,0.5,0,1,2,2,2,3,3,2,2,1,0,2,3,8,1,2
Cladonia amaurocraea,Cladonia amaurocraea (Fl?rke) Schaer.,Cladonia amaurocraea,0.5,3,1,0,3,2,2,0,3,0,0,2,0,4,0,0,0,2,3,2,1,0,2,0,0,2,0,1,0,4,0,2,0,1,4,0,1,1,6,0,2,0,0,0,0,0,6,4,1,2,0,2,0,0,0,0,0,1,0,0,0,2,6,4,0,4,0,0,1,2,4,0,3,0,0
Cladonia arbuscula s. lat.,Cladonia arbuscula s. lat. (Wallr.) Hale & W.Culb.,Cladonia arbuscula s. lat.,35,13,7,2,12,0,12,2,0,2,2,15,2,15,1,0,10,17,10,10,0.5,2,3,2,3,5,0,2,6,12,2,6,25,2,6,10,12,3,6,6,5,0,0,10,0,0,20,10,22,7,0,5,0.5,2,3,3,3,2,0,0,0,3,13,4,2,22,2,17,2,8,1,5,20,0,2
Cladonia rangiferina,Cladonia rangiferina (L.) Nyl.,Cladonia rangiferina,0.5,1,0,0,0.5,1,0,0,0,1,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,0.5,0,0,3,0,0,5,0,2,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0.5,0,0
Dactylina arctica,Dactylina arctica (Richardson) Nyl.,Dactylina arctica,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0
Stereocaulon alpinum,Stereocaulon alpinum Laur.,Stereocaulon alpinum,0.5,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0
Stereocaulon rivulorum,Stereocaulon rivulorum H. Magn.,Stereocaulon rivulorum,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thamnolia vermicularis s. vermicularis,Thamnolia vermicularis s. vermicularis (Sw.) Schaer.,Thamnolia vermicularis s. vermicularis,1,1,2,0,1,1,2,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,3,0,2,0,2,2,3,3,2,3,0,2,1,0,4,0,0,0,2,0,2,0,2,0,1,1,0,0,1,0,0,0,1,2,1,0,0.5,0,0,2,0,1,0,0,2,0
Unknown species,Unknown species,Unknown species,0,0.2,0,0,0.5,0.5,0.5,0.5,0.2,1,1,0,0.5,0,0,0,0.2,0,0.2,1,0.5,1,1,1,0.5,0.5,0.5,0,0,0,0,1,0,0,0,1,0,0.5,1,0,0,0,0,0,0.5,0.2,0.5,0,0,0,1,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0.5
Eriophorum angustifolium,Eriophorum angustifolium Honck.,Eriophorum angustifolium,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eriophorum vaginatum,Eriophorum vaginatum L.,Eriophorum vaginatum,0,5,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,2,0,0,0,4,0,35,10,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,3,0,1,0,0,0.5
Carex rupestris,Carex rupestris All.,Carex rupestris,0,7,0,0,0,10,1,0,0,10,6,0,1,0,0,0,0,0,7,0,0.5,1,1,2,5,0,1,0,0,2,0,0,0,3,2,2,3,2,0,0,4,2,0,1,0,0,0,2,0,0,0,3,0,1,2,0,0,0,0,0.2,0,0,0,0,2,3,0,0,0,0,0,0,0,3,3
Rumex lapponicus,Rumex lapponicus (Hiitonen) Czernov,Rumex lapponicus,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,1,1,1,1,0.5,1,1,0,0,1,0,0,0,0.5,0,1,1,0,1,1,1,0,1,0.5,0.5,1,1,0,0.5,1,1,0.2,1,1,0,0,0.5,0.5,1,1,0.5,1,0,0.5,0.5,1,1,0.5,0.5,0.5,1,0.2,1
Cerastium regelii,Cerastium regelii Ostenf.,Cerastium regelii,0,2,1,1,0,0,1,1,0,2,3,0,2,0,0,2,2,0,0,3,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0.5,1,0.5,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Minuartia biflora,Minuartia biflora (L.) Schinz & Thell.,Minuartia biflora,0,2,1,0,0,0,0,3,0,2,0,0,1,1,1,0,0,0,2,0,0,0.5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0.5,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0
Salix reticulata,Salix reticulata L.,Salix reticulata,0,6,0,0,0.5,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix glauca,Salix glauca L.,Salix glauca,0,2,0,0,0,0,0,0,2,2,2,0,3,0,0,2,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,4,3,1,0,0,0,0,1,0,0,0,3,0,3,5,2,2,0,0,0,4,0,0,0,2,0,1,0,0,0,0
Salix arctica,Salix arctica Pall.,Salix arctica,0,1,3,0,0,1,0,1,3,3,0,0.5,4,3,0,0,0,1,0,0,1,0.5,2,3,1,0,1,3,1,1,0,2,1,2,3,3,6,0,1,3,2,2,2,0,3,2,4,1,0.5,4,5,3,3,0.5,2,2,0,3,3,2,2,0,2,3,3,0,0,0,2,0,2,2,1,5,5
Arctous alpina,Arctous alpina (L.) Nied.,Arctous alpina,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
Empetrum nigrum,Empetrum nigrum L.,Empetrum nigrum,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myosotis alpestris s. asiatica,Myosotis alpestris s. asiatica Vestergr.,Myosotis alpestris s. asiatica,0,0.5,0.2,0,0,0,0.5,1,0,2,1,0.5,0,0,0,0.5,1,0,0,1,0,2,0,0,0,1,0,1,0,0.5,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,1,0.5,4,0.5,1,0.5,0,0,0.5,0,0,0,0.5,0,0,0,1,0
Aulacomnium turgidum,Aulacomnium turgidum (Wahlenb.) Schwaegr.,Aulacomnium turgidum,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,50,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0
Racomitrium lanuginosum,Racomitrium lanuginosum (Hedw.) Brid.,Racomitrium lanuginosum,0,6,20,0,5,6,4,2,5,1,0,30,0,70,3,0,0,4,4,4,3,1,1,2,0,0,0,0,3,35,0,4,2,30,90,12,60,10,0,0,30,6,0,40,1,0,3,3,0,30,1,3,0,5,1,3,2,3,2,0,2,2,17,10,0,1,0,4,2,5,40,0,12,3,3
Dicranum species,Dicranum species,Dicranum species,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
Hylocomium species,Hylocomium species,Hylocomium species,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alectoria ochroleuca,Alectoria ochroleuca (Hoffm.) Massal.,Alectoria ochroleuca,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0.5,1,4,0,2,1,0,0,0,0,0,3,0,0,0,0,0.5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,0.5,0
Cladonia uncialis,Cladonia uncialis (L.) Wigg.,Cladonia uncialis,0,2,1,0,0,10,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,3,0,3,3,4,0,0,0,0,0,0,0,0,0,10,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,5,0,0,0,0
Flavocetraria cucullata,Flavocetraria cucullata (Bell.) K?rnefelt & Thell,Flavocetraria cucullata,0,2,4,1,0,0,2,0,3,2,1,2,0.2,4,0,0,0,0,1,2,0.3,0,1,3,0,0,0,0,0,0,0,1,0,0,0.5,3,3,0,3,2,2,0,0,3,0,0,0,0,0,0,0,2,1,0.5,1,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0.5,1,2,0,0,0.5,0
Flavocetraria nivalis,Flavocetraria nivalis (L.) K?rnefelt & Thell,Flavocetraria nivalis,0,3,2,0,0,2,2,1,1,3,0,1,0.5,4,0,0,0,3,2,0,0.2,0,2,2,0,0,0,2,3,3,0,2,0,1,1,1,3,1,0,1,3,2,0,2,0,0,0,3,2,2,0,2,1,0,0,0,0.5,1,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,2,0
Peltigera aphthosa,Peltigera aphthosa (L.) Willd.,Peltigera aphthosa,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
Peltigera leucophlebia,Peltigera leucophlebia (Nyl.) Gyeln.,Peltigera leucophlebia,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vulpicida tilesii,Vulpicida tilesii (Ach.) J.-E. Mattsson & M.J.Lai,Vulpicida tilesii,0,0.2,2,0,0,0,1,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.2,0,1,0.5,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Poa pratensis s. alpigena,Poa pratensis s. alpigena (Lindm.) Hiitonen,Poa pratensis s. alpigena,0,0,1,0.5,0,0,1,0.5,0,0,0,0,9,0,0,0,1,2,0,5,0,2,2,0,2,3,0,1,0,0,0,2,0,2,1,3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,5,0,0,1,0,0.5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
Dryas octopetala,Dryas octopetala L.,Dryas octopetala,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0.2,4,0,0,0,11,0,0.5,0,0,0,0,2,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
Dryas octopetala,Dryas octopetala L.,Dryas octopetala,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.5,0,0,0,0
Lagotis glauca s. minor,Lagotis glauca s. minor (Willd.) Hult?n,Lagotis glauca s. minor,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,2,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0.5,0
Gymnomitrion species,Gymnomitrion species,Gymnomitrion species,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asahinea chrysantha,Asahinea chrysantha (Tuck.) Culb & C.Culb.,Asahinea chrysantha,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0.5,0,0,0,0.5,0,2,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0
Cetraria ericetorum,Cetraria ericetorum Opiz,Cetraria ericetorum,0,0,0.5,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0
Ochrolechia frigida,Ochrolechia frigida (Sw.) Lynge,Ochrolechia frigida,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Parmelia omphalodes s. lat.,Parmelia omphalodes s. lat. (L.) Ach.,Parmelia omphalodes s. lat.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphaerophorus globosus,Sphaerophorus globosus (Huds.) Vain.,Sphaerophorus globosus,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0
Minuartia rubella,Minuartia rubella (Wahlenb.) Hiern,Minuartia rubella,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Salix nummularia,Salix nummularia Andersson,Salix nummularia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix reptans,Salix reptans Rupr.,Salix reptans,0,0,0,1,0,0,4,2,0,2,3,0,0,0,1,0,0.5,0,0,0,1,0,3,0,3,0,0.5,0,3,0,2,3,0,0,0,0,0,2,0,0,0,2,4,0,0,2,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,0,2
Deschampsia brevifolia,Deschampsia brevifolia R. Br.,Deschampsia brevifolia,0,0,0,0,2,3,0,0,0,2,0,0,0,0,7,0,4,3,3,0,0,0,3,5,2,0,0,12,0,0,2,0,0,0,0,0,1,0,0,0,3,0,11,0.5,0,0,0,0,0,0,0,3,3,0.5,2,2,2,3,4,1,1,0,1,15,1,0,2,2,0,0,0.5,4,0,0.5,2
