Carex lachenalii,Carex lachenalii Schkuhr,Carex lachenalii,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.5,0,2,2,0.5,0,0.5,2,0,0,0,0,0,0,1,0,0.5,0,0,0,2,5,5,6,2,0,0,6,0.5,0,0.5,0,0,3,0,1,2,0,0,3,0,0,0,0,2,4,0,0,6,0,0.5,0
Anthoxanthum nipponicum,Anthoxanthum nipponicum Honda,Anthoxanthum nipponicum,4,5,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,6,10,5,5,0,0,0,10,0,0,3,0,0,2,0,0,0,1,0,2,0,0.5,0
Alopecurus pratensis s. alpestris,Alopecurus pratensis s. alpestris (Wahlenb.) Selander,Alopecurus pratensis s. alpestris,7,15,0,0,3,0,0,0,0,10,0,0.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,3,0,0,2,1,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,4,0,2,5,0,0,0,0,0,2,0,0,0.5,0,0,1,0,1,0,0,0,1,0,5,0
Trollius x apertus,Trollius x apertus Perfil. ex Igoschina,Trollius x apertus,4,5,0,0,3,1,0,0,0,6,0,0,0,0,0,0,6,4,20,1,10,0,0,0,0,0,20,4,0,0,1,3,0.5,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,3,0,0,0,0,0,0.5,0
Thalictrum alpinum,Thalictrum alpinum L.,Thalictrum alpinum,4,0,3,5,2,0.5,2,0,0,0,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ranunculus subborealis s. subborealis,Ranunculus subborealis s. subborealis Tzvelev,Ranunculus subborealis s. subborealis,3,0.5,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0.5,4,2,0,0,0,0,0,1,4,0.5,3,5,0,10,0,0.5,5,0,0,0,0,0,1,0.5,0,0.5,1,0.5,0.5,0,0,0,0,0,0,0.5,14,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,2,0.5,1,4,1,0,0,0,15,0
Bistorta vivipara,Bistorta vivipara (L.) Delarbre,Bistorta vivipara,6,0.5,4,0.5,0,2,3,0.5,1,0,2,1,2,0.5,3,2,0.5,0,0,4,0,3,0.5,0,0.5,2,0,5,0.5,4,15,0,2,0,2,6,0,0,0.5,0,5,15,10,5,1,2,2,0,0.5,0,0.5,3,0.5,0,0.5,0,0.5,0,0.5,0,0.5,2,0,0,0.5,0,0,3,0,0.5,2,3,0,3,0.5,0.5,0,2,0,0.5
Bistorta elliptica,"Bistorta elliptica (Willd. ex Spreng.) Kom. ex V.V. Petrovsky, D.F. Murray & Elven",Bistorta elliptica,12,10,2,0.5,5,0.5,3,0,0,7,0,20,0,0.5,3,2,1,2,0.5,1,5,2,2,0,0,0,0.5,0,0,0,2,0,0,0,0.5,0,0,0,5,1,0,2,0,2,10,1,0,2,5,7,0,1,30,1,2,3,5,2,2,5,5,1,0.5,1,0,2,0,1,10,0,1,0,0,2,1,0.5,2,0,2,0
Rumex lapponicus,Rumex lapponicus (Hiitonen) Czernov,Rumex lapponicus,3,0.5,0,0,2,0,0,0,0,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0
Geranium krylovii,Geranium krylovii Tzvelev,Geranium krylovii,15,60,0,0,50,0.5,0,0,0,45,0,5,0,0,0,0,30,3,40,0,40,0,0,0,0,0,50,2,0,0,0,55,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,10,5,40,0,0,0,0,0,0,1,0,0,3,0.5,10,0,0,0.5,40,0,0.5,0
Parnassia palustris,Parnassia palustris L.,Parnassia palustris,2,0,1,0.5,0,2,2,0,0,0,2,2,2,0,0,1,0.5,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viola biflora,Viola biflora L.,Viola biflora,4,30,0,0,20,0.5,0,0,0,4,0,0,0,0,0,0,6,8,5,2,15,0,0,0,0,0,1,5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,10,3,0,4,0,0,0,8,0,0,20,5,0,6,20,7,10,0,0,0,10,0,0,0,0,0,3,0,17,0,3,2,12,0,0,0
Salix reticulata,Salix reticulata L.,Salix reticulata,7,0.5,20,20,0,7,3,0.5,1,0,5,10,4,5,9,6,2,0,0,0,0.5,0,0,0,0,6,0.5,2,0,2,5,4,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Astragalus alpinus v. arcticus,Astragalus alpinus v. arcticus (Sond?n) Lindm.,Astragalus alpinus v. arcticus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5,0,2,0,0,0,0,1,1,2,0,0,0.5,2,0.5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hedysarum hedysaroides s. arcticum,Hedysarum hedysaroides s. arcticum (B. Fedtsch.) P.W. Ball,Hedysarum hedysaroides s. arcticum,7,0,3,0,3,0,3,0,0,2,8,0,3,0,5,4,0.5,0,0,0,0,2,0,0,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
Pyrola minor,Pyrola minor L.,Pyrola minor,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,0,0,0,1,0,0,0.5,0,0,0,1,0,0,0,2,0,0,0,0
Lagotis glauca s. minor,Lagotis glauca s. minor (Willd.) Hult?n,Lagotis glauca s. minor,3,5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0.5,1,0.5,0,0,0,0,0,1,3,0.5,2,0.5,0,0.5,0,0.5,1,0,0,0,0,2,5,5,0.5,0.5,0,0,2,0,0,0,0,0,0,0,3,0,3,0.5,0,0,2,0,0,0.5,0,0,1,0,0,0,0.5,0,2,0,0,5,0,1,0
Pedicularis oederi,Pedicularis oederi Vahl,Pedicularis oederi,1,0,1,1,0,0.5,1,0.5,0.5,0,1,0.5,0,1,0.5,2,0,0,0,0,0,0,0,0.5,0,1,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
Eritrichium villosum,Eritrichium villosum (Ledeb.) Bunge,Eritrichium villosum,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,2,0,0,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Saussurea alpina,Saussurea alpina (L.) DC.,Saussurea alpina,2,0.5,1,0.5,2,0.5,1,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
Pachypleurum alpinum,Pachypleurum alpinum Ledeb.,Pachypleurum alpinum,12,2,1,0.5,3,0.5,2,0.5,1,2,2,0.5,1,0,1,0,1,11,0.5,6,10,0.5,0.5,0,0,0,0.5,2,0,3,5,3,0.5,0,2,4,0,0,0,0,0,0,0,0,1,3,0.5,1,0.5,2,2,0,0.5,0,0,5,0.5,8,2,5,0.5,3,0,0.5,20,0.5,0,1,0,0,2,1,2,0,1,0.5,3,0.5,0.5,0.5
Calamagrostis species,Calamagrostis species,Calamagrostis species,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachythecium reflexum,Brachythecium reflexum (Starke) Schimp.,Brachythecium reflexum,20,20,0,0,80,0,0,0,0,10,0,1,0,0,0,0,0,10,1,6,0,0,0,0,0,0,1,1,20,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,30,0
Bryum capillare,Bryum capillare Hedw.,Bryum capillare,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryum cyclophyllum,Bryum cyclophyllum (Schwaegr.) Bruch & Schimp.,Bryum cyclophyllum,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philonotis fontana,Philonotis fontana (Hedw.) Brid.,Philonotis fontana,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,70,0
Pohlia cruda,Pohlia cruda (Hedw.) Lindb.,Pohlia cruda,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichum juniperinum,Polytrichum juniperinum Hedw.,Polytrichum juniperinum,2,0.5,2,0.5,2,0,0,0,0,0,0,0,0.5,5,2,0.5,0,3,0,0,1,7,1,0,10,4,0,0,0,10,0,1,0,0,0,25,0,10,0,0,0,0,0,0,1,10,10,0,20,20,0,0,0,0,0,1,1,6,0,10,0,0,0,3,0,0,0,15,20,0,0.5,0,0,0,0,5,0,0,0,5
Sanionia uncinata,Sanionia uncinata (Hedw.) Loeske,Sanionia uncinata,4,0.5,3,0,0,0,0,0,0,0,3,1,0,0,0,0,1,5,0,1,40,0.5,0,0,0,3,20,1,60,50,30,50,10,0,1,5,0,0,0,0.5,0,0,0,0,0,3,0,0.5,1,0.5,40,10,10,20,0,6,0,17,10,25,1,0.5,0,0,6,0,0,0.5,0,1,6,3,12,15,0.5,1,25,6,1,0
Syntrichia norvegica,Syntrichia norvegica Web.,Syntrichia norvegica,0.5,0.5,0,0,0.5,0,0,0,0,1,0.5,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypnum species,Hypnum species,Hypnum species,10,0,0,0,40,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,25,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Meesia species,Meesia species,Meesia species,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbilophozia lycopodioides,Barbilophozia lycopodioides (Wallr.) Loeske,Barbilophozia lycopodioides,0.5,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0,0,4,0,0.5,1,1,1,0,0,0,0,0,0,0.5,0,0,5,3,0.5,0,0,0,0.5,0,0,0
Lophozia species,Lophozia species,Lophozia species,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cetraria islandica,Cetraria islandica (L.) Ach.,Cetraria islandica,1,0.5,2,0.5,0,1,0,2,0,0,1,2,2,0.5,1,1,0,4,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,1,0.5,0,0,0.5,0,0.5,0.5,0.5,0,1,3,2,0,2,1,12,0.5,17,1,4,0,0,0,0,0,0,0.5,0.5,0.5,2,0,3,0.5,4,0.5,0,0.5,2,0.5,0,2,0,1,1,2,0.5,0,0.5,0,2
Peltigera aphthosa,Peltigera aphthosa (L.) Willd.,Peltigera aphthosa,2,0,1,0.5,0,0.5,0,0,0,0,0.5,2,0.5,1,0,1,0,3,0,0,0,1,1,0,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,1,0,0,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,1,0,1,0,4,1,0,2,0,2
Peltigera leucophlebia,Peltigera leucophlebia (Nyl.) Gyeln.,Peltigera leucophlebia,1,0,1,0,0,0,0,0,0,0,1,0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luzula multiflora s. sibirica,Luzula multiflora s. sibirica V.I. Krecz.,Luzula multiflora s. sibirica,0,0.5,0.5,0,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Carex bigelowii s. ensifolia,Carex bigelowii s. ensifolia (Turcz. ex Ledeb.) ined.,Carex bigelowii s. ensifolia,0,0.5,3,0.5,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0.5,4,0.5,0,0,2,5,0,0,2,0.5,1,0.5,1,30,5,8,4,10,11,0.5,0,0,3,1,1,0,0,0,0,0,0,0,3,2,5,0,13,0,5,2,2,0,2,5,2,0,0,0,2,0,0.5,0,0,0,0
Poa alpina,Poa alpina L.,Poa alpina,0,0.5,0,0,0,0,0,0,0,3,0,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,0,0,2,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Hedysarum hedysaroides,Hedysarum hedysaroides (L.) Schinz & Thell.,Hedysarum hedysaroides,0,5,0,10,0,15,0,5,0,0,0,5,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0.5,0,0,0,0.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1
Alchemilla samuelssonii,Alchemilla samuelssonii Rothm. ex S.E. Fr?hner,Alchemilla samuelssonii,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myosotis scorpioides,Myosotis scorpioides L.,Myosotis scorpioides,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Solidago virgaurea,Solidago virgaurea L.,Solidago virgaurea,0,0.5,0,0,2,0,0,0,0,1,0,10,0,0,0,0,1,2,0.5,0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12,10,3,0,0,10,0,0,7,0,0,8,0,1,2,0,0.5,1,0,0,0
Taraxacum ceratophorum aggregate,Taraxacum ceratophorum aggregate,Taraxacum ceratophorum aggregate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Taraxacum croceum aggregate; Subsection Crocea,"Taraxacum croceum aggregate, Subsection Crocea (M.P. Christ.) A.J. Richards",Taraxacum croceum aggregate; Subsection Crocea,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,10,0,0,0,0.5,0,0,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Anthriscus sylvestris,Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelica decurrens,Angelica decurrens (Ledeb.) B. Fedtsch.,Angelica decurrens,0,0.5,0,0,1,0,0,0,0,5,0,0,0,0,0,0,10,0,5,3,0.5,0,0,0,0,0,1,1,0,0.5,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,20,3,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Hylocomiastrum pyrenaicum,Hylocomiastrum pyrenaicum (Spruce) Fleisch.,Hylocomiastrum pyrenaicum,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,80,1,20,20,30,1,0,30,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0,10,10,0,30,0,0,0,90,0,0,0,0,0,6,0,20,0,0,0,6,0,0,0
Pogonatum urnigerum,Pogonatum urnigerum (Hedw.) P. Beauv.,Pogonatum urnigerum,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
Bryum species,Bryum species,Bryum species,0,0.5,0,0.5,0,0,0,0,0,30,6,0,0,1,0,0,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,50,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
